t,x,y,z,motion
26.265,0.781514,1.24101,0.709288,machining
26.275,0.780706,1.24101,0.709288,machining
26.285,0.7799,1.24101,0.709288,machining
26.295,0.779096,1.24101,0.709288,machining
26.305,0.778293,1.24101,0.709288,machining
26.315,0.777492,1.24101,0.709288,machining
26.325,0.776693,1.24101,0.709288,machining
26.335,0.775895,1.24101,0.709288,machining
26.345,0.7751,1.24101,0.709288,machining
26.355,0.774306,1.24101,0.709288,machining
26.365,0.773513,1.24101,0.709288,machining
26.375,0.772723,1.24101,0.709288,machining
26.385,0.771934,1.24101,0.709288,machining
26.395,0.771147,1.24101,0.709288,machining
26.405,0.770362,1.24101,0.709288,machining
26.415,0.769578,1.24101,0.709288,machining
26.425,0.768797,1.24101,0.709288,machining
26.435,0.768017,1.24101,0.709288,machining
26.445,0.767239,1.24101,0.709288,machining
26.455,0.766462,1.24101,0.709288,machining
26.465,0.765688,1.24101,0.709288,machining
26.475,0.764915,1.24101,0.709288,machining
26.485,0.764144,1.24101,0.709288,machining
26.495,0.763375,1.24101,0.709288,machining
26.505,0.762608,1.24101,0.709288,machining
26.515,0.761843,1.24101,0.709288,machining
26.525,0.761079,1.24101,0.709288,machining
26.535,0.760317,1.24101,0.709288,machining
26.545,0.759558,1.24101,0.709288,machining
26.555,0.7588,1.24101,0.709288,machining
26.565,0.758043,1.24101,0.709288,machining
26.575,0.757289,1.24101,0.709288,machining
26.585,0.756537,1.24101,0.709288,machining
26.595,0.755786,1.24101,0.709288,machining
26.605,0.755038,1.24101,0.709288,machining
26.615,0.754291,1.24101,0.709288,machining
26.625,0.753546,1.24101,0.709288,machining
26.635,0.752803,1.24101,0.709288,machining
26.645,0.752062,1.24101,0.709288,machining
26.655,0.751323,1.24101,0.709288,machining
26.665,0.750585,1.24101,0.709288,machining
26.675,0.74985,1.24101,0.709288,machining
26.685,0.749117,1.24101,0.709288,machining
26.695,0.748385,1.24101,0.709288,machining
26.705,0.747656,1.24101,0.709288,machining
26.715,0.746928,1.24101,0.709288,machining
26.725,0.746202,1.24101,0.709288,machining
26.735,0.745479,1.24101,0.709288,machining
26.745,0.744757,1.24101,0.709288,machining
26.755,0.744037,1.24101,0.709288,machining
26.765,0.743319,1.24101,0.709288,machining
26.775,0.742603,1.24101,0.709288,machining
26.785,0.741889,1.24101,0.709288,machining
26.795,0.741177,1.24101,0.709288,machining
26.805,0.740467,1.24101,0.709288,machining
26.815,0.739759,1.24101,0.709288,machining
26.825,0.739053,1.24101,0.709288,machining
26.835,0.738349,1.24101,0.709288,machining
26.845,0.737647,1.24101,0.709288,machining
26.855,0.736947,1.24101,0.709288,machining
26.865,0.736249,1.24101,0.709288,machining
26.875,0.735553,1.24101,0.709288,machining
26.885,0.734859,1.24101,0.709288,machining
26.895,0.734167,1.24101,0.709288,machining
26.905,0.733477,1.24101,0.709288,machining
26.915,0.732789,1.24101,0.709288,machining
26.925,0.732103,1.24101,0.709288,machining
26.935,0.73142,1.24101,0.709288,machining
26.945,0.730738,1.24101,0.709288,machining
26.955,0.730058,1.24101,0.709288,machining
26.965,0.72938,1.24101,0.709288,machining
26.975,0.728705,1.24101,0.709288,machining
26.985,0.728031,1.24101,0.709288,machining
26.995,0.72736,1.24101,0.709288,machining
27.005,0.72669,1.24101,0.709288,machining
27.015,0.726023,1.24101,0.709288,machining
27.025,0.725357,1.24101,0.709288,machining
27.035,0.724694,1.24101,0.709288,machining
27.045,0.724033,1.24101,0.709288,machining
27.055,0.723374,1.24101,0.709288,machining
27.065,0.722717,1.24101,0.709288,machining
27.075,0.722062,1.24101,0.709288,machining
27.085,0.721409,1.24101,0.709288,machining
27.095,0.720758,1.24101,0.709288,machining
27.105,0.72011,1.24101,0.709288,machining
27.115,0.719463,1.24101,0.709288,machining
27.125,0.718819,1.24101,0.709288,machining
27.135,0.718177,1.24101,0.709288,machining
27.145,0.717537,1.24101,0.709288,machining
27.155,0.716898,1.24101,0.709288,machining
27.165,0.716263,1.24101,0.709288,machining
27.175,0.715629,1.24101,0.709288,machining
27.185,0.714997,1.24101,0.709288,machining
27.195,0.714368,1.24101,0.709288,machining
27.205,0.71374,1.24101,0.709288,machining
27.215,0.713115,1.24101,0.709288,machining
27.225,0.712492,1.24101,0.709288,machining
27.235,0.711871,1.24101,0.709288,machining
27.245,0.711252,1.24101,0.709288,machining
27.255,0.710636,1.24101,0.709288,machining
27.265,0.710021,1.24101,0.709288,machining
27.275,0.709409,1.24101,0.709288,machining
27.285,0.708799,1.24101,0.709288,machining
27.295,0.708191,1.24101,0.709288,machining
27.305,0.707585,1.24101,0.709288,machining
27.315,0.706981,1.24101,0.709288,machining
27.325,0.70638,1.24101,0.709288,machining
27.335,0.705781,1.24101,0.709288,machining
27.345,0.705184,1.24101,0.709288,machining
27.355,0.704589,1.24101,0.709288,machining
27.365,0.703996,1.24101,0.709288,machining
27.375,0.703406,1.24101,0.709288,machining
27.385,0.702817,1.24101,0.709288,machining
27.395,0.702231,1.24101,0.709288,machining
27.405,0.701647,1.24101,0.709288,machining
27.415,0.701065,1.24101,0.709288,machining
27.425,0.700486,1.24101,0.709288,machining
27.435,0.699909,1.24101,0.709288,machining
27.445,0.699334,1.24101,0.709288,machining
27.455,0.698761,1.24101,0.709288,machining
27.465,0.69819,1.24101,0.709289,machining
27.475,0.697622,1.24101,0.709289,machining
27.485,0.697055,1.24101,0.709289,machining
27.495,0.696491,1.24101,0.709289,machining
27.505,0.695929,1.24101,0.709289,machining
27.515,0.69537,1.24101,0.709289,machining
27.525,0.694812,1.24101,0.709289,machining
27.535,0.694257,1.24101,0.709289,machining
27.545,0.693704,1.24101,0.709289,machining
27.555,0.693154,1.24101,0.709289,machining
27.565,0.692605,1.24101,0.709289,machining
27.575,0.692059,1.24101,0.709289,machining
27.585,0.691515,1.24101,0.709289,machining
27.595,0.690974,1.24101,0.709289,machining
27.605,0.690434,1.24101,0.709289,machining
27.615,0.689897,1.24101,0.709289,machining
27.625,0.689362,1.24101,0.709289,machining
27.635,0.688829,1.24101,0.709289,machining
27.645,0.688299,1.24101,0.709289,machining
27.655,0.68777,1.24101,0.709289,machining
27.665,0.687244,1.24101,0.709289,machining
27.675,0.686721,1.24101,0.709289,machining
27.685,0.686199,1.24101,0.709289,machining
27.695,0.68568,1.24101,0.709289,machining
27.705,0.685163,1.24101,0.709289,machining
27.715,0.684648,1.24101,0.709289,machining
27.725,0.684136,1.24101,0.709289,machining
27.735,0.683626,1.24101,0.709289,machining
27.745,0.683118,1.24101,0.709289,machining
27.755,0.682612,1.24101,0.709289,machining
27.765,0.682109,1.24101,0.709289,machining
27.775,0.681608,1.24101,0.709289,machining
27.785,0.681109,1.24101,0.709289,machining
27.795,0.680612,1.24101,0.709289,machining
27.805,0.680118,1.24101,0.709289,machining
27.815,0.679626,1.24101,0.709289,machining
27.825,0.679136,1.24101,0.709289,machining
27.835,0.678649,1.24101,0.709289,machining
27.845,0.678164,1.24101,0.709289,machining
27.855,0.677681,1.24101,0.709289,machining
27.865,0.6772,1.24101,0.709289,machining
27.875,0.676722,1.24101,0.709289,machining
27.885,0.676246,1.24101,0.709289,machining
27.895,0.675772,1.24101,0.709289,machining
27.905,0.6753,1.24101,0.709289,machining
27.915,0.674831,1.24101,0.709289,machining
27.925,0.674364,1.24101,0.709289,machining
27.935,0.673899,1.24101,0.709289,machining
27.945,0.673437,1.24101,0.709289,machining
27.955,0.672977,1.24101,0.709289,machining
27.965,0.672519,1.24101,0.709289,machining
27.975,0.672063,1.24101,0.709289,machining
27.985,0.67161,1.24101,0.709289,machining
27.995,0.671159,1.24101,0.709289,machining
28.005,0.67071,1.24101,0.709289,machining
28.015,0.670264,1.24101,0.709289,machining
28.025,0.669819,1.24101,0.709289,machining
28.035,0.669378,1.24101,0.709289,machining
28.045,0.668938,1.24101,0.709289,machining
28.055,0.668501,1.24101,0.709289,machining
28.065,0.668066,1.24101,0.709289,machining
28.075,0.667633,1.24101,0.709289,machining
28.085,0.667202,1.24101,0.709289,machining
28.095,0.666774,1.24101,0.709289,machining
28.105,0.666348,1.24101,0.709289,machining
28.115,0.665924,1.24101,0.709289,machining
28.125,0.665503,1.24101,0.709289,machining
28.135,0.665084,1.24101,0.709289,machining
28.145,0.664667,1.24101,0.709289,machining
28.155,0.664253,1.24101,0.709289,machining
28.165,0.66384,1.24101,0.709289,machining
28.175,0.66343,1.24101,0.709289,machining
28.185,0.663023,1.24101,0.709289,machining
28.195,0.662617,1.24101,0.709289,machining
28.205,0.662214,1.24101,0.709289,machining
28.215,0.661813,1.24101,0.709289,machining
28.225,0.661415,1.24101,0.709289,machining
28.235,0.661018,1.24101,0.709289,machining
28.245,0.660624,1.24101,0.709289,machining
28.255,0.660232,1.24101,0.709289,machining
28.265,0.659843,1.24101,0.709289,machining
28.275,0.659456,1.24101,0.709289,machining
28.285,0.659071,1.24101,0.709289,machining
28.295,0.658688,1.24101,0.709289,machining
28.305,0.658307,1.24101,0.709289,machining
28.315,0.657929,1.24101,0.709289,machining
28.325,0.657553,1.24101,0.709289,machining
28.335,0.65718,1.24101,0.709289,machining
28.345,0.656808,1.24101,0.709289,machining
28.355,0.656439,1.24101,0.709289,machining
28.365,0.656072,1.24101,0.709289,machining
28.375,0.655708,1.24101,0.709289,machining
28.385,0.655345,1.24101,0.709289,machining
28.395,0.654985,1.24101,0.709289,machining
28.405,0.654627,1.24101,0.709289,machining
28.415,0.654271,1.24101,0.709289,machining
28.425,0.653918,1.24101,0.709289,machining
28.435,0.653567,1.24101,0.709289,machining
28.445,0.653218,1.24101,0.709289,machining
28.455,0.652871,1.24101,0.709289,machining
28.465,0.652527,1.24101,0.709289,machining
28.475,0.652185,1.24101,0.709289,machining
28.485,0.651845,1.24101,0.709289,machining
28.495,0.651507,1.24101,0.709289,machining
28.505,0.651171,1.24101,0.709289,machining
28.515,0.650838,1.24101,0.709289,machining
28.525,0.650507,1.24101,0.709289,machining
28.535,0.650178,1.24101,0.709289,machining
28.545,0.649851,1.24101,0.709289,machining
28.555,0.649527,1.24101,0.709289,machining
28.565,0.649205,1.24101,0.709289,machining
28.575,0.648885,1.24101,0.709289,machining
28.585,0.648567,1.24101,0.709289,machining
28.595,0.648251,1.24101,0.709289,machining
28.605,0.647938,1.24101,0.709289,machining
28.615,0.647627,1.24101,0.709289,machining
28.625,0.647318,1.24101,0.709289,machining
28.635,0.647011,1.24101,0.709289,machining
28.645,0.646706,1.24101,0.709289,machining
28.655,0.646404,1.24101,0.709289,machining
28.665,0.646104,1.24101,0.709289,machining
28.675,0.645806,1.24101,0.709289,machining
28.685,0.64551,1.24101,0.709289,machining
28.695,0.645216,1.24101,0.709289,machining
28.705,0.644925,1.24101,0.709289,machining
28.715,0.644635,1.24101,0.709289,machining
28.725,0.644348,1.24101,0.709289,machining
28.735,0.644063,1.24101,0.709289,machining
28.745,0.64378,1.24101,0.709289,machining
28.755,0.6435,1.24101,0.709289,machining
28.765,0.643221,1.24101,0.709289,machining
28.775,0.642945,1.24101,0.709289,machining
28.785,0.64267,1.24101,0.709289,machining
28.795,0.642398,1.24101,0.709289,machining
28.805,0.642128,1.24101,0.709289,machining
28.815,0.641861,1.24101,0.709289,machining
28.825,0.641595,1.24101,0.709289,machining
28.835,0.641331,1.24101,0.709289,machining
28.845,0.64107,1.24101,0.709289,machining
28.855,0.64081,1.24101,0.709289,machining
28.865,0.640553,1.24101,0.709289,machining
28.875,0.640298,1.24101,0.709289,machining
28.885,0.640045,1.24101,0.709289,machining
28.895,0.639794,1.24101,0.709289,machining
28.905,0.639545,1.24101,0.709289,machining
28.915,0.639299,1.24101,0.709289,machining
28.925,0.639054,1.24101,0.709289,machining
28.935,0.638811,1.24101,0.709289,machining
28.945,0.638571,1.24101,0.709289,machining
28.955,0.638332,1.24101,0.709289,machining
28.965,0.638096,1.24101,0.709289,machining
28.975,0.637862,1.24101,0.709289,machining
28.985,0.637629,1.24101,0.709289,machining
28.995,0.637399,1.24101,0.709289,machining
29.005,0.637171,1.24101,0.709289,machining
29.015,0.636945,1.24101,0.709289,machining
29.025,0.636721,1.24101,0.709289,machining
29.035,0.636499,1.24101,0.709289,machining
29.045,0.636279,1.24101,0.709289,machining
29.055,0.636061,1.24101,0.709289,machining
29.065,0.635845,1.24101,0.709289,machining
29.075,0.635631,1.24101,0.709289,machining
29.085,0.635419,1.24101,0.709289,machining
29.095,0.635209,1.24101,0.709289,machining
29.105,0.635001,1.24101,0.709289,machining
29.115,0.634796,1.24101,0.709289,machining
29.125,0.634592,1.24101,0.709289,machining
29.135,0.63439,1.24101,0.709289,machining
29.145,0.63419,1.24101,0.709289,machining
29.155,0.633992,1.24101,0.709289,machining
29.165,0.633795,1.24101,0.709289,machining
29.175,0.633601,1.24101,0.709289,machining
29.185,0.633409,1.24101,0.709289,machining
29.195,0.633219,1.24101,0.709289,machining
29.205,0.633031,1.24101,0.709289,machining
29.215,0.632844,1.24101,0.709289,machining
29.225,0.63266,1.24101,0.709289,machining
29.235,0.632477,1.24101,0.709289,machining
29.245,0.632297,1.24101,0.709289,machining
29.255,0.632118,1.24101,0.709289,machining
29.265,0.631941,1.24101,0.709289,machining
29.275,0.631767,1.24101,0.709289,machining
29.285,0.631594,1.24101,0.709289,machining
29.295,0.631422,1.24101,0.709289,machining
29.305,0.631253,1.24101,0.709289,machining
29.315,0.631086,1.24101,0.709289,machining
29.325,0.63092,1.24101,0.709289,machining
29.335,0.630757,1.24101,0.709289,machining
29.345,0.630595,1.24101,0.709289,machining
29.355,0.630435,1.24101,0.709289,machining
29.365,0.630277,1.24101,0.709289,machining
29.375,0.63012,1.24101,0.709289,machining
29.385,0.629966,1.24101,0.709289,machining
29.395,0.629813,1.24101,0.709289,machining
29.405,0.629662,1.24101,0.709289,machining
29.415,0.629513,1.24101,0.709289,machining
29.425,0.629366,1.24101,0.709289,machining
29.435,0.62922,1.24101,0.709289,machining
29.445,0.629077,1.24101,0.709289,machining
29.455,0.628935,1.24101,0.709289,machining
29.465,0.628795,1.24101,0.709289,machining
29.475,0.628656,1.24101,0.709289,machining
29.485,0.628519,1.24101,0.709289,machining
29.495,0.628384,1.24101,0.709289,machining
29.505,0.628251,1.24101,0.709289,machining
29.515,0.62812,1.24101,0.709289,machining
29.525,0.62799,1.24101,0.709289,machining
29.535,0.627862,1.24101,0.709289,machining
29.545,0.627735,1.24101,0.709289,machining
29.555,0.627611,1.24101,0.709289,machining
29.565,0.627488,1.24101,0.709289,machining
29.575,0.627366,1.24101,0.709289,machining
29.585,0.627246,1.24101,0.709289,machining
29.595,0.627128,1.24101,0.709289,machining
29.605,0.627012,1.24101,0.709289,machining
29.615,0.626897,1.24101,0.709289,machining
29.625,0.626784,1.24101,0.709289,machining
29.635,0.626673,1.24101,0.709289,machining
29.645,0.626563,1.24101,0.709289,machining
29.655,0.626454,1.24101,0.709289,machining
29.665,0.626348,1.24101,0.709289,machining
29.675,0.626242,1.24101,0.709289,machining
29.685,0.626139,1.24101,0.709289,machining
29.695,0.626037,1.24101,0.709289,machining
29.705,0.625936,1.24101,0.709289,machining
29.715,0.625838,1.24101,0.709289,machining
29.725,0.62574,1.24101,0.709289,machining
29.735,0.625644,1.24101,0.709289,machining
29.745,0.62555,1.24101,0.709289,machining
29.755,0.625457,1.24101,0.709289,machining
29.765,0.625366,1.24101,0.709289,machining
29.775,0.625276,1.24101,0.709289,machining
29.785,0.625188,1.24101,0.709289,machining
29.795,0.625101,1.24101,0.709289,machining
29.805,0.625016,1.24101,0.709289,machining
29.815,0.624932,1.24101,0.709289,machining
29.825,0.624849,1.24101,0.709289,machining
29.835,0.624768,1.24101,0.709289,machining
29.845,0.624689,1.24101,0.709289,machining
29.855,0.62461,1.24101,0.709289,machining
29.865,0.624534,1.24101,0.709289,machining
29.875,0.624458,1.24101,0.709289,machining
29.885,0.624384,1.24101,0.709289,machining
29.895,0.624311,1.24101,0.709289,machining
29.905,0.62424,1.24101,0.709289,machining
29.915,0.62417,1.24101,0.709289,machining
29.925,0.624101,1.24101,0.709289,machining
29.935,0.624034,1.24101,0.709289,machining
29.945,0.623968,1.24101,0.709289,machining
29.955,0.623904,1.24101,0.709289,machining
29.965,0.62384,1.24101,0.709289,machining
29.975,0.623778,1.24101,0.709289,machining
29.985,0.623717,1.24101,0.709289,machining
29.995,0.623658,1.24101,0.709289,machining
30.005,0.623599,1.24101,0.709289,machining
30.015,0.623542,1.24101,0.709289,machining
30.025,0.623486,1.24101,0.709289,machining
30.035,0.623432,1.24101,0.709289,machining
30.045,0.623378,1.24101,0.709289,machining
30.055,0.623326,1.24101,0.709289,machining
30.065,0.623275,1.24101,0.709289,machining
30.075,0.623225,1.24101,0.709289,machining
30.085,0.623177,1.24101,0.709289,machining
30.095,0.623129,1.24101,0.709289,machining
30.105,0.623083,1.24101,0.709289,machining
30.115,0.623037,1.24101,0.709289,machining
30.125,0.622993,1.24101,0.709289,machining
30.135,0.62295,1.24101,0.709289,machining
30.145,0.622908,1.24101,0.709289,machining
30.155,0.622867,1.24101,0.709289,machining
30.165,0.622828,1.24101,0.709289,machining
30.175,0.622789,1.24101,0.709289,machining
30.185,0.622751,1.24101,0.709289,machining
30.195,0.622714,1.24101,0.709289,machining
30.205,0.622679,1.24101,0.709289,machining
30.215,0.622644,1.24101,0.709289,machining
30.225,0.62261,1.24101,0.709289,machining
30.235,0.622577,1.24101,0.709289,machining
30.245,0.622546,1.24101,0.709289,machining
30.255,0.622515,1.24101,0.709289,machining
30.265,0.622485,1.24101,0.709289,machining
30.275,0.622456,1.24101,0.709289,machining
30.285,0.622428,1.24101,0.709289,machining
30.295,0.622401,1.24101,0.709289,machining
30.305,0.622375,1.24101,0.709289,machining
30.315,0.622349,1.24101,0.709289,machining
30.325,0.622325,1.24101,0.709289,machining
30.335,0.622301,1.24101,0.709289,machining
30.345,0.622278,1.24101,0.709289,machining
30.355,0.622256,1.24101,0.709289,machining
30.365,0.622235,1.24101,0.709289,machining
30.375,0.622214,1.24101,0.709289,machining
30.385,0.622195,1.24101,0.709289,machining
30.395,0.622176,1.24101,0.709289,machining
30.405,0.622158,1.24101,0.709289,machining
30.415,0.62214,1.24101,0.709289,machining
30.425,0.622124,1.24101,0.709289,machining
30.435,0.622108,1.24101,0.709289,machining
30.445,0.622092,1.24101,0.709289,machining
30.455,0.622078,1.24101,0.709289,machining
30.465,0.622064,1.24101,0.709289,machining
30.475,0.622051,1.24101,0.709289,machining
30.485,0.622038,1.24101,0.709289,machining
30.495,0.622026,1.24101,0.709289,machining
30.505,0.622014,1.24101,0.709289,machining
