t,x,y,z,motion
46.7858,0.621875,0.740179,0.759871,approach
46.7958,0.621875,0.740179,0.759857,approach
46.8058,0.621875,0.740179,0.759842,approach
46.8158,0.621875,0.740179,0.759827,approach
46.8258,0.621875,0.740179,0.759811,approach
46.8358,0.621875,0.740179,0.759794,approach
46.8458,0.621875,0.740179,0.759778,approach
46.8558,0.621875,0.740179,0.75976,approach
46.8658,0.621875,0.740179,0.759742,approach
46.8758,0.621875,0.740179,0.759723,approach
46.8858,0.621875,0.740179,0.759704,approach
46.8958,0.621875,0.740179,0.759685,approach
46.9058,0.621875,0.740179,0.759664,approach
46.9158,0.621875,0.740179,0.759643,approach
46.9258,0.621875,0.740179,0.759622,approach
46.9358,0.621875,0.740179,0.7596,approach
46.9458,0.621875,0.740179,0.759577,approach
46.9558,0.621875,0.740179,0.759554,approach
46.9658,0.621875,0.740179,0.75953,approach
46.9758,0.621875,0.740179,0.759506,approach
46.9858,0.621875,0.740179,0.759481,approach
46.9958,0.621875,0.740179,0.759455,approach
47.0058,0.621875,0.740179,0.759429,approach
47.0158,0.621875,0.740179,0.759402,approach
47.0258,0.621875,0.740179,0.759374,approach
47.0358,0.621875,0.740179,0.759346,approach
47.0458,0.621875,0.740179,0.759317,approach
47.0558,0.621875,0.740179,0.759288,approach
47.0658,0.621875,0.740179,0.759257,approach
47.0758,0.621875,0.740179,0.759226,approach
47.0858,0.621875,0.740179,0.759195,approach
47.0958,0.621875,0.740179,0.759162,approach
47.1058,0.621875,0.740179,0.75913,approach
47.1158,0.621875,0.740179,0.759096,approach
47.1258,0.621875,0.740179,0.759061,approach
47.1358,0.621875,0.740179,0.759026,approach
47.1458,0.621875,0.740179,0.758991,approach
47.1558,0.621875,0.740179,0.758954,approach
47.1658,0.621875,0.740179,0.758917,approach
47.1758,0.621875,0.740179,0.758879,approach
47.1858,0.621875,0.740179,0.75884,approach
47.1958,0.621875,0.740179,0.758801,approach
47.2058,0.621875,0.740179,0.758761,approach
47.2158,0.621875,0.740179,0.75872,approach
47.2258,0.621875,0.740179,0.758678,approach
47.2358,0.621875,0.740179,0.758636,approach
47.2458,0.621875,0.740179,0.758592,approach
47.2558,0.621875,0.740179,0.758548,approach
47.2658,0.621875,0.740179,0.758504,approach
47.2758,0.621875,0.740179,0.758458,approach
47.2858,0.621875,0.740179,0.758412,approach
47.2958,0.621875,0.740179,0.758365,approach
47.3058,0.621875,0.740179,0.758317,approach
47.3158,0.621875,0.740179,0.758268,approach
47.3258,0.621875,0.740179,0.758219,approach
47.3358,0.621875,0.740179,0.758168,approach
47.3458,0.621875,0.740179,0.758117,approach
47.3558,0.621875,0.740179,0.758065,approach
47.3658,0.621875,0.740179,0.758013,approach
47.3758,0.621875,0.740179,0.757959,approach
47.3858,0.621875,0.740179,0.757905,approach
47.3958,0.621875,0.740179,0.75785,approach
47.4058,0.621875,0.740179,0.757794,approach
47.4158,0.621875,0.740179,0.757737,approach
47.4258,0.621875,0.740179,0.757679,approach
47.4358,0.621875,0.740179,0.757621,approach
47.4458,0.621875,0.740179,0.757561,approach
47.4558,0.621875,0.740179,0.757501,approach
47.4658,0.621875,0.740179,0.75744,approach
47.4758,0.621875,0.740179,0.757378,approach
47.4858,0.621875,0.740179,0.757315,approach
47.4958,0.621875,0.740179,0.757252,approach
47.5058,0.621875,0.740179,0.757187,approach
47.5158,0.621875,0.740179,0.757122,approach
47.5258,0.621875,0.740179,0.757055,approach
47.5358,0.621875,0.740179,0.756988,approach
47.5458,0.621875,0.740179,0.75692,approach
47.5558,0.621875,0.740179,0.756851,approach
47.5658,0.621875,0.740179,0.756781,approach
47.5758,0.621875,0.740179,0.756711,approach
47.5858,0.621875,0.740179,0.756639,approach
47.5958,0.621875,0.740179,0.756567,approach
47.6058,0.621875,0.740179,0.756493,approach
47.6158,0.621875,0.740179,0.756419,approach
47.6258,0.621875,0.740179,0.756344,approach
47.6358,0.621875,0.740179,0.756268,approach
47.6458,0.621875,0.740179,0.756191,approach
47.6558,0.621875,0.740179,0.756113,approach
47.6658,0.621875,0.740179,0.756034,approach
47.6758,0.621875,0.740179,0.755954,approach
47.6858,0.621875,0.740179,0.755874,approach
47.6958,0.621875,0.740179,0.755792,approach
47.7058,0.621875,0.740179,0.755709,approach
47.7158,0.621875,0.740179,0.755626,approach
47.7258,0.621875,0.740179,0.755542,approach
47.7358,0.621875,0.740179,0.755456,approach
47.7458,0.621875,0.740179,0.75537,approach
47.7558,0.621875,0.740179,0.755283,approach
47.7658,0.621875,0.740179,0.755195,approach
47.7758,0.621875,0.740179,0.755106,approach
47.7858,0.621875,0.740179,0.755016,approach
47.7958,0.621875,0.740179,0.754925,approach
47.8058,0.621875,0.740179,0.754833,approach
47.8158,0.621875,0.740179,0.75474,approach
47.8258,0.621875,0.740179,0.754646,approach
47.8358,0.621875,0.740179,0.754552,approach
47.8458,0.621875,0.740179,0.754456,approach
47.8558,0.621875,0.740179,0.754359,approach
47.8658,0.621875,0.740179,0.754262,approach
47.8758,0.621875,0.740179,0.754163,approach
47.8858,0.621875,0.740179,0.754064,approach
47.8958,0.621875,0.740179,0.753963,approach
47.9058,0.621875,0.740179,0.753862,approach
47.9158,0.621875,0.740179,0.753759,approach
47.9258,0.621875,0.740179,0.753656,approach
47.9358,0.621875,0.740179,0.753552,approach
47.9458,0.621875,0.740179,0.753446,approach
47.9558,0.621875,0.740179,0.75334,approach
47.9658,0.621875,0.740179,0.753233,approach
47.9758,0.621875,0.740179,0.753125,approach
47.9858,0.621875,0.740179,0.753015,approach
47.9958,0.621875,0.740179,0.752905,approach
48.0058,0.621875,0.740179,0.752794,approach
48.0158,0.621875,0.740179,0.752682,approach
48.0258,0.621875,0.740179,0.752569,approach
48.0358,0.621875,0.740179,0.752455,approach
48.0458,0.621875,0.740179,0.75234,approach
48.0558,0.621875,0.740179,0.752224,approach
48.0658,0.621875,0.740179,0.752107,approach
48.0758,0.621875,0.740179,0.751989,approach
48.0858,0.621875,0.740179,0.75187,approach
48.0958,0.621875,0.740179,0.75175,approach
48.1058,0.621875,0.740179,0.751629,approach
48.1158,0.621875,0.740179,0.751507,approach
48.1258,0.621875,0.740179,0.751384,approach
48.1358,0.621875,0.740179,0.751261,approach
48.1458,0.621875,0.740179,0.751136,approach
48.1558,0.621875,0.740179,0.75101,approach
48.1658,0.621875,0.740179,0.750883,approach
48.1758,0.621875,0.740179,0.750755,approach
48.1858,0.621875,0.740179,0.750626,approach
48.1958,0.621875,0.740179,0.750497,approach
48.2058,0.621875,0.740179,0.750366,approach
48.2158,0.621875,0.740179,0.750234,approach
48.2258,0.621875,0.740179,0.750101,approach
48.2358,0.621875,0.740179,0.749968,approach
48.2458,0.621875,0.740179,0.749833,approach
48.2558,0.621875,0.740179,0.749697,approach
48.2658,0.621875,0.740179,0.749561,approach
48.2758,0.621875,0.740179,0.749423,approach
48.2858,0.621875,0.740179,0.749284,approach
48.2958,0.621875,0.740179,0.749145,approach
48.3058,0.621875,0.740179,0.749004,approach
48.3158,0.621875,0.740179,0.748863,approach
48.3258,0.621875,0.740179,0.74872,approach
48.3358,0.621875,0.740179,0.748576,approach
48.3458,0.621875,0.740179,0.748432,approach
48.3558,0.621875,0.740179,0.748286,approach
48.3658,0.621875,0.740179,0.74814,approach
48.3758,0.621875,0.740179,0.747992,approach
48.3858,0.621875,0.740179,0.747844,approach
48.3958,0.621875,0.740179,0.747695,approach
48.4058,0.621875,0.740179,0.747544,approach
48.4158,0.621875,0.740179,0.747393,approach
48.4258,0.621875,0.740179,0.74724,approach
48.4358,0.621875,0.740179,0.747087,approach
48.4458,0.621875,0.740179,0.746933,approach
48.4558,0.621875,0.740179,0.746777,approach
48.4658,0.621875,0.740179,0.746621,approach
48.4758,0.621875,0.740179,0.746464,approach
48.4858,0.621875,0.740179,0.746305,approach
48.4958,0.621875,0.740179,0.746146,approach
48.5058,0.621875,0.740179,0.745986,approach
48.5158,0.621875,0.740179,0.745825,approach
48.5258,0.621875,0.740179,0.745663,approach
48.5358,0.621875,0.740179,0.7455,approach
48.5458,0.621875,0.740179,0.745336,approach
48.5558,0.621875,0.740179,0.745171,approach
48.5658,0.621875,0.740179,0.745005,approach
48.5758,0.621875,0.740179,0.744838,approach
48.5858,0.621875,0.740179,0.74467,approach
48.5958,0.621875,0.740179,0.744501,approach
48.6058,0.621875,0.740179,0.744331,approach
48.6158,0.621875,0.740179,0.74416,approach
48.6258,0.621875,0.740179,0.743989,approach
48.6358,0.621875,0.740179,0.743816,approach
48.6458,0.621875,0.740179,0.743642,approach
48.6558,0.621875,0.740179,0.743468,approach
48.6658,0.621875,0.740179,0.743292,approach
48.6758,0.621875,0.740179,0.743116,approach
48.6858,0.621875,0.740179,0.742938,approach
48.6958,0.621875,0.740179,0.74276,approach
48.7058,0.621875,0.740179,0.74258,approach
48.7158,0.621875,0.740179,0.7424,approach
48.7258,0.621875,0.740179,0.742219,approach
48.7358,0.621875,0.740179,0.742037,approach
48.7458,0.621875,0.740179,0.741854,approach
48.7558,0.621875,0.740179,0.74167,approach
48.7658,0.621875,0.740179,0.741485,approach
48.7758,0.621875,0.740179,0.741299,approach
48.7858,0.621875,0.740179,0.741112,approach
48.7958,0.621875,0.740179,0.740924,approach
48.8058,0.621875,0.740179,0.740736,approach
48.8158,0.621875,0.740179,0.740546,approach
48.8258,0.621875,0.740179,0.740355,approach
48.8358,0.621875,0.740179,0.740164,approach
48.8458,0.621875,0.740179,0.739972,approach
48.8558,0.621875,0.740179,0.739778,approach
48.8658,0.621875,0.740179,0.739584,approach
48.8758,0.621875,0.740179,0.739389,approach
48.8858,0.621875,0.740179,0.739193,approach
48.8958,0.621875,0.740179,0.738996,approach
48.9058,0.621875,0.740179,0.738798,approach
48.9158,0.621875,0.740179,0.7386,approach
48.9258,0.621875,0.740179,0.7384,approach
48.9358,0.621875,0.740179,0.7382,approach
48.9458,0.621875,0.740179,0.737998,approach
48.9558,0.621875,0.740179,0.737796,approach
48.9658,0.621875,0.740179,0.737593,approach
48.9758,0.621875,0.740179,0.737389,approach
48.9858,0.621875,0.740179,0.737184,approach
48.9958,0.621875,0.740179,0.736978,approach
49.0058,0.621875,0.740179,0.736771,approach
49.0158,0.621875,0.740179,0.736564,approach
49.0258,0.621875,0.740179,0.736355,approach
49.0358,0.621875,0.740179,0.736146,approach
49.0458,0.621875,0.740179,0.735936,approach
49.0558,0.621875,0.740179,0.735725,approach
49.0658,0.621875,0.740179,0.735513,approach
49.0758,0.621875,0.740179,0.7353,approach
49.0858,0.621875,0.740179,0.735087,approach
49.0958,0.621875,0.740179,0.734872,approach
49.1058,0.621875,0.740179,0.734657,approach
49.1158,0.621875,0.740179,0.734441,approach
49.1258,0.621875,0.740179,0.734224,approach
49.1358,0.621875,0.740179,0.734006,approach
49.1458,0.621875,0.740179,0.733787,approach
49.1558,0.621875,0.740179,0.733568,approach
49.1658,0.621875,0.740179,0.733347,approach
49.1758,0.621875,0.740179,0.733126,approach
49.1858,0.621875,0.740179,0.732904,approach
49.1958,0.621875,0.740179,0.732681,approach
49.2058,0.621875,0.740179,0.732458,approach
49.2158,0.621875,0.740179,0.732233,approach
49.2258,0.621875,0.740179,0.732008,approach
49.2358,0.621875,0.740179,0.731782,approach
49.2458,0.621875,0.740179,0.731555,approach
49.2558,0.621875,0.740179,0.731327,approach
49.2658,0.621875,0.740179,0.731099,approach
49.2758,0.621875,0.740179,0.73087,approach
49.2858,0.621875,0.740179,0.73064,approach
49.2958,0.621875,0.740179,0.730409,approach
49.3058,0.621875,0.740179,0.730177,approach
49.3158,0.621875,0.740179,0.729945,approach
49.3258,0.621875,0.740179,0.729711,approach
49.3358,0.621875,0.740179,0.729477,approach
49.3458,0.621875,0.740179,0.729243,approach
49.3558,0.621875,0.740179,0.729007,approach
49.3658,0.621875,0.740179,0.728771,approach
49.3758,0.621875,0.740179,0.728534,approach
49.3858,0.621875,0.740179,0.728296,approach
49.3958,0.621875,0.740179,0.728058,approach
49.4058,0.621875,0.740179,0.727818,approach
49.4158,0.621875,0.740179,0.727578,approach
49.4258,0.621875,0.740179,0.727337,approach
49.4358,0.621875,0.740179,0.727096,approach
49.4458,0.621875,0.740179,0.726854,approach
49.4558,0.621875,0.740179,0.726611,approach
49.4658,0.621875,0.740179,0.726367,approach
49.4758,0.621875,0.740179,0.726122,approach
49.4858,0.621875,0.740179,0.725877,approach
49.4958,0.621875,0.740179,0.725631,approach
49.5058,0.621875,0.740179,0.725385,approach
49.5158,0.621875,0.740179,0.725138,approach
49.5258,0.621875,0.740179,0.72489,approach
49.5358,0.621875,0.740179,0.724641,approach
49.5458,0.621875,0.740179,0.724392,approach
49.5558,0.621875,0.740179,0.724141,approach
49.5658,0.621875,0.740179,0.723891,approach
49.5758,0.621875,0.740179,0.723639,approach
49.5858,0.621875,0.740179,0.723387,approach
49.5958,0.621875,0.740179,0.723134,approach
49.6058,0.621875,0.740179,0.722881,approach
49.6158,0.621875,0.740179,0.722627,approach
49.6258,0.621875,0.740179,0.722372,approach
49.6358,0.621875,0.740179,0.722116,approach
49.6458,0.621875,0.740179,0.72186,approach
49.6558,0.621875,0.740179,0.721604,approach
49.6658,0.621875,0.740179,0.721346,approach
49.6758,0.621875,0.740179,0.721088,approach
49.6858,0.621875,0.740179,0.720829,approach
49.6958,0.621875,0.740179,0.72057,approach
49.7058,0.621875,0.740179,0.72031,approach
49.7158,0.621875,0.740179,0.72005,approach
49.7258,0.621875,0.740179,0.719788,approach
49.7358,0.621875,0.740179,0.719526,approach
49.7458,0.621875,0.740179,0.719264,approach
49.7558,0.621875,0.740179,0.719001,approach
49.7658,0.621875,0.740179,0.718737,approach
49.7758,0.621875,0.740179,0.718473,approach
49.7858,0.621875,0.740179,0.718208,approach
49.7958,0.621875,0.740179,0.717943,approach
49.8058,0.621875,0.740179,0.717677,approach
49.8158,0.621875,0.740179,0.71741,approach
49.8258,0.621875,0.740179,0.717143,approach
49.8358,0.621875,0.740179,0.716875,approach
49.8458,0.621875,0.740179,0.716607,approach
49.8558,0.621875,0.740179,0.716338,approach
49.8658,0.621875,0.740179,0.716069,approach
49.8758,0.621875,0.740179,0.715799,approach
49.8858,0.621875,0.740179,0.715528,approach
49.8958,0.621875,0.740179,0.715257,approach
49.9058,0.621875,0.740179,0.714986,approach
49.9158,0.621875,0.740179,0.714714,approach
49.9258,0.621875,0.740179,0.714441,approach
49.9358,0.621875,0.740179,0.714168,approach
49.9458,0.621875,0.740179,0.713894,approach
49.9558,0.621875,0.740179,0.71362,approach
49.9658,0.621875,0.740179,0.713345,approach
49.9758,0.621875,0.740179,0.71307,approach
49.9858,0.621875,0.740179,0.712794,approach
49.9958,0.621875,0.740179,0.712518,approach
50.0058,0.621875,0.740179,0.712241,approach
50.0158,0.621875,0.740179,0.711964,approach
50.0258,0.621875,0.740179,0.711686,approach
50.0358,0.621875,0.740179,0.711408,approach
50.0458,0.621875,0.740179,0.71113,approach
50.0558,0.621875,0.740179,0.71085,approach
50.0658,0.621875,0.740179,0.710571,approach
50.0758,0.621875,0.740179,0.710291,approach
50.0858,0.621875,0.740179,0.71001,approach
50.0958,0.621875,0.740179,0.709729,approach
50.1058,0.621875,0.740179,0.709448,approach
50.1158,0.621875,0.740179,0.709166,approach
50.1258,0.621875,0.740179,0.708884,approach
50.1358,0.621875,0.740179,0.708601,approach
50.1458,0.621875,0.740179,0.708318,approach
50.1558,0.621875,0.740179,0.708035,approach
50.1658,0.621875,0.740179,0.707751,approach
50.1758,0.621875,0.740179,0.707466,approach
50.1858,0.621875,0.740179,0.707182,approach
50.1958,0.621875,0.740179,0.706897,approach
50.2058,0.621875,0.740179,0.706611,approach
50.2158,0.621875,0.740179,0.706325,approach
50.2258,0.621875,0.740179,0.706039,approach
50.2358,0.621875,0.740179,0.705752,approach
50.2458,0.621875,0.740179,0.705465,approach
50.2558,0.621875,0.740179,0.705178,approach
50.2658,0.621875,0.740179,0.70489,approach
50.2758,0.621875,0.740179,0.704602,approach
50.2858,0.621875,0.740179,0.704313,approach
50.2958,0.621875,0.740179,0.704024,approach
50.3058,0.621875,0.740179,0.703735,approach
50.3158,0.621875,0.740179,0.703446,approach
50.3258,0.621875,0.740179,0.703156,approach
50.3358,0.621875,0.740179,0.702866,approach
50.3458,0.621875,0.740179,0.702575,approach
50.3558,0.621875,0.740179,0.702284,approach
50.3658,0.621875,0.740179,0.701993,approach
50.3758,0.621875,0.740179,0.701702,approach
50.3858,0.621875,0.740179,0.70141,approach
50.3958,0.621875,0.740179,0.701118,approach
50.4058,0.621875,0.740179,0.700826,approach
50.4158,0.621875,0.740179,0.700533,approach
50.4258,0.621875,0.740179,0.70024,approach
50.4358,0.621875,0.740179,0.699947,approach
50.4458,0.621875,0.740179,0.699654,approach
50.4558,0.621875,0.740179,0.69936,approach
50.4658,0.621875,0.740179,0.699066,approach
50.4758,0.621875,0.740179,0.698772,approach
50.4858,0.621875,0.740179,0.698478,approach
50.4958,0.621875,0.740179,0.698183,approach
50.5058,0.621875,0.740179,0.697888,approach
50.5158,0.621875,0.740179,0.697593,approach
50.5258,0.621875,0.740179,0.697297,approach
50.5358,0.621875,0.740179,0.697002,approach
50.5458,0.621875,0.740179,0.696706,approach
50.5558,0.621875,0.740179,0.69641,approach
50.5658,0.621875,0.740179,0.696114,approach
50.5758,0.621875,0.740179,0.695817,approach
50.5858,0.621875,0.740179,0.695521,approach
50.5958,0.621875,0.740179,0.695224,approach
50.6058,0.621875,0.740179,0.694927,approach
50.6158,0.621875,0.740179,0.69463,approach
50.6258,0.621875,0.740179,0.694333,approach
50.6358,0.621875,0.740179,0.694035,approach
50.6458,0.621875,0.740179,0.693737,approach
50.6558,0.621875,0.740179,0.69344,approach
50.6658,0.621875,0.740179,0.693142,approach
50.6758,0.621875,0.740179,0.692843,approach
50.6858,0.621875,0.740179,0.692545,approach
50.6958,0.621875,0.740179,0.692247,approach
50.7058,0.621875,0.740179,0.691948,approach
50.7158,0.621875,0.740179,0.69165,approach
50.7258,0.621875,0.740179,0.691351,approach
50.7358,0.621875,0.740179,0.691052,approach
50.7458,0.621875,0.740179,0.690753,approach
50.7558,0.621875,0.740179,0.690454,approach
50.7658,0.621875,0.740179,0.690155,approach
50.7758,0.621875,0.740179,0.689855,approach
50.7858,0.621875,0.740179,0.689556,approach
50.7958,0.621875,0.740179,0.689257,approach
50.8058,0.621875,0.740179,0.688957,approach
50.8158,0.621875,0.740179,0.688657,approach
50.8258,0.621875,0.740179,0.688358,approach
50.8358,0.621875,0.740179,0.688058,approach
50.8458,0.621875,0.740179,0.687758,approach
50.8558,0.621875,0.740179,0.687459,approach
50.8658,0.621875,0.740179,0.687159,approach
50.8758,0.621875,0.740179,0.686859,approach
50.8858,0.621875,0.740179,0.686559,approach
50.8958,0.621875,0.740179,0.686259,approach
50.9058,0.621875,0.740179,0.685959,approach
50.9158,0.621875,0.740179,0.685659,approach
50.9258,0.621875,0.740179,0.685359,approach
50.9358,0.621875,0.740179,0.685059,approach
50.9458,0.621875,0.740179,0.684759,approach
50.9558,0.621875,0.740179,0.684459,approach
50.9658,0.621875,0.740179,0.684159,approach
50.9758,0.621875,0.740179,0.683859,approach
50.9858,0.621875,0.740179,0.683559,approach
50.9958,0.621875,0.740179,0.683259,approach
51.0058,0.621875,0.740179,0.682959,approach
51.0158,0.621875,0.740179,0.682659,approach
51.0258,0.621875,0.740179,0.68236,approach
51.0358,0.621875,0.740179,0.68206,approach
51.0458,0.621875,0.740179,0.68176,approach
51.0558,0.621875,0.740179,0.681461,approach
51.0658,0.621875,0.740179,0.681161,approach
51.0758,0.621875,0.740179,0.680862,approach
51.0858,0.621875,0.740179,0.680562,approach
51.0958,0.621875,0.740179,0.680263,approach
51.1058,0.621875,0.740179,0.679964,approach
51.1158,0.621875,0.740179,0.679664,approach
51.1258,0.621875,0.740179,0.679365,approach
51.1358,0.621875,0.740179,0.679067,approach
51.1458,0.621875,0.740179,0.678768,approach
51.1558,0.621875,0.740179,0.678469,approach
51.1658,0.621875,0.740179,0.67817,approach
51.1758,0.621875,0.740179,0.677872,approach
51.1858,0.621875,0.740179,0.677574,approach
51.1958,0.621875,0.740179,0.677275,approach
51.2058,0.621875,0.740179,0.676977,approach
51.2158,0.621875,0.740179,0.676679,approach
51.2258,0.621875,0.740179,0.676382,approach
51.2358,0.621875,0.740179,0.676084,approach
51.2458,0.621875,0.740179,0.675787,approach
51.2558,0.621875,0.740179,0.675489,approach
51.2658,0.621875,0.740179,0.675192,approach
51.2758,0.621875,0.740179,0.674895,approach
51.2858,0.621875,0.740179,0.674599,approach
51.2958,0.621875,0.740179,0.674302,approach
51.3058,0.621875,0.740179,0.674006,approach
51.3158,0.621875,0.740179,0.67371,approach
51.3258,0.621875,0.740179,0.673414,approach
51.3358,0.621875,0.740179,0.673118,approach
51.3458,0.621875,0.740179,0.672823,approach
51.3558,0.621875,0.740179,0.672527,approach
51.3658,0.621875,0.740179,0.672232,approach
51.3758,0.621875,0.740179,0.671938,approach
51.3858,0.621875,0.740179,0.671643,approach
51.3958,0.621875,0.740179,0.671349,approach
51.4058,0.621875,0.740179,0.671055,approach
51.4158,0.621875,0.740179,0.670761,approach
51.4258,0.621875,0.740179,0.670467,approach
51.4358,0.621875,0.740179,0.670174,approach
51.4458,0.621875,0.740179,0.669881,approach
51.4558,0.621875,0.740179,0.669588,approach
51.4658,0.621875,0.740179,0.669296,approach
51.4758,0.621875,0.740179,0.669004,approach
51.4858,0.621875,0.740179,0.668712,approach
51.4958,0.621875,0.740179,0.66842,approach
51.5058,0.621875,0.740179,0.668129,approach
51.5158,0.621875,0.740179,0.667838,approach
51.5258,0.621875,0.740179,0.667547,approach
51.5358,0.621875,0.740179,0.667257,approach
51.5458,0.621875,0.740179,0.666967,approach
51.5558,0.621875,0.740179,0.666677,approach
51.5658,0.621875,0.740179,0.666388,approach
51.5758,0.621875,0.740179,0.666099,approach
51.5858,0.621875,0.740179,0.66581,approach
51.5958,0.621875,0.740179,0.665522,approach
51.6058,0.621875,0.740179,0.665234,approach
51.6158,0.621875,0.740179,0.664946,approach
51.6258,0.621875,0.740179,0.664659,approach
51.6358,0.621875,0.740179,0.664372,approach
51.6458,0.621875,0.740179,0.664086,approach
51.6558,0.621875,0.740179,0.6638,approach
51.6658,0.621875,0.740179,0.663514,approach
51.6758,0.621875,0.740179,0.663229,approach
51.6858,0.621875,0.740179,0.662944,approach
51.6958,0.621875,0.740179,0.662659,approach
51.7058,0.621875,0.740179,0.662375,approach
51.7158,0.621875,0.740179,0.662091,approach
51.7258,0.621875,0.740179,0.661808,approach
51.7358,0.621875,0.740179,0.661525,approach
51.7458,0.621875,0.740179,0.661243,approach
51.7558,0.621875,0.740179,0.660961,approach
51.7658,0.621875,0.740179,0.660679,approach
51.7758,0.621875,0.740179,0.660398,approach
51.7858,0.621875,0.740179,0.660117,approach
51.7958,0.621875,0.740179,0.659837,approach
51.8058,0.621875,0.740179,0.659557,approach
51.8158,0.621875,0.740179,0.659278,approach
51.8258,0.621875,0.740179,0.658999,approach
51.8358,0.621875,0.740179,0.658721,approach
51.8458,0.621875,0.740179,0.658443,approach
51.8558,0.621875,0.740179,0.658165,approach
51.8658,0.621875,0.740179,0.657888,approach
51.8758,0.621875,0.740179,0.657612,approach
51.8858,0.621875,0.740179,0.657336,approach
51.8958,0.621875,0.740179,0.65706,approach
51.9058,0.621875,0.740179,0.656785,approach
51.9158,0.621875,0.740179,0.656511,approach
51.9258,0.621875,0.740179,0.656237,approach
51.9358,0.621875,0.740179,0.655963,approach
51.9458,0.621875,0.740179,0.655691,approach
51.9558,0.621875,0.740179,0.655418,approach
51.9658,0.621875,0.740179,0.655146,approach
51.9758,0.621875,0.740179,0.654875,approach
51.9858,0.621875,0.740179,0.654604,approach
51.9958,0.621875,0.740179,0.654334,approach
52.0058,0.621875,0.740179,0.654064,approach
52.0158,0.621875,0.740179,0.653795,approach
52.0258,0.621875,0.740179,0.653526,approach
52.0358,0.621875,0.740179,0.653258,approach
52.0458,0.621875,0.740179,0.652991,approach
52.0558,0.621875,0.740179,0.652724,approach
52.0658,0.621875,0.740179,0.652458,approach
52.0758,0.621875,0.740179,0.652192,approach
52.0858,0.621875,0.740179,0.651927,approach
52.0958,0.621875,0.740179,0.651663,approach
52.1058,0.621875,0.740179,0.651399,approach
52.1158,0.621875,0.740179,0.651135,approach
52.1258,0.621875,0.740179,0.650873,approach
52.1358,0.621875,0.740179,0.65061,approach
52.1458,0.621875,0.740179,0.650349,approach
52.1558,0.621875,0.740179,0.650088,approach
52.1658,0.621875,0.740179,0.649828,approach
52.1758,0.621875,0.740179,0.649568,approach
52.1858,0.621875,0.740179,0.649309,approach
52.1958,0.621875,0.740179,0.649051,approach
52.2058,0.621875,0.740179,0.648793,approach
52.2158,0.621875,0.740179,0.648536,approach
52.2258,0.621875,0.740179,0.648279,approach
52.2358,0.621875,0.740179,0.648024,approach
52.2458,0.621875,0.740179,0.647769,approach
52.2558,0.621875,0.740179,0.647514,approach
52.2658,0.621875,0.740179,0.64726,approach
52.2758,0.621875,0.740179,0.647007,approach
52.2858,0.621875,0.740179,0.646755,approach
52.2958,0.621875,0.740179,0.646503,approach
52.3058,0.621875,0.740179,0.646252,approach
52.3158,0.621875,0.740179,0.646001,approach
52.3258,0.621875,0.740179,0.645752,approach
52.3358,0.621875,0.740179,0.645503,approach
52.3458,0.621875,0.740179,0.645254,approach
52.3558,0.621875,0.740179,0.645007,approach
52.3658,0.621875,0.740179,0.64476,approach
52.3758,0.621875,0.740179,0.644513,approach
52.3858,0.621875,0.740179,0.644268,approach
52.3958,0.621875,0.740179,0.644023,approach
52.4058,0.621875,0.740179,0.643779,approach
52.4158,0.621875,0.740179,0.643536,approach
52.4258,0.621875,0.740179,0.643293,approach
52.4358,0.621875,0.740179,0.643051,approach
52.4458,0.621875,0.740179,0.64281,approach
52.4558,0.621875,0.740179,0.64257,approach
52.4658,0.621875,0.740179,0.64233,approach
52.4758,0.621875,0.740179,0.642091,approach
52.4858,0.621875,0.740179,0.641853,approach
52.4958,0.621875,0.740179,0.641615,approach
52.5058,0.621875,0.740179,0.641379,approach
52.5158,0.621875,0.740179,0.641143,approach
52.5258,0.621875,0.740179,0.640908,approach
52.5358,0.621875,0.740179,0.640673,approach
52.5458,0.621875,0.740179,0.64044,approach
52.5558,0.621875,0.740179,0.640207,approach
52.5658,0.621875,0.740179,0.639975,approach
52.5758,0.621875,0.740179,0.639744,approach
52.5858,0.621875,0.740179,0.639513,approach
52.5958,0.621875,0.740179,0.639284,approach
52.6058,0.621875,0.740179,0.639055,approach
52.6158,0.621875,0.740179,0.638827,approach
52.6258,0.621875,0.740179,0.638599,approach
52.6358,0.621875,0.740179,0.638373,approach
52.6458,0.621875,0.740179,0.638147,approach
52.6558,0.621875,0.740179,0.637922,approach
52.6658,0.621875,0.740179,0.637698,approach
52.6758,0.621875,0.740179,0.637475,approach
52.6858,0.621875,0.740179,0.637253,approach
52.6958,0.621875,0.740179,0.637031,approach
52.7058,0.621875,0.740179,0.63681,approach
52.7158,0.621875,0.740179,0.63659,approach
52.7258,0.621875,0.740179,0.636371,approach
52.7358,0.621875,0.740179,0.636153,approach
52.7458,0.621875,0.740179,0.635936,approach
52.7558,0.621875,0.740179,0.635719,approach
52.7658,0.621875,0.740179,0.635503,approach
52.7758,0.621875,0.740179,0.635288,approach
52.7858,0.621875,0.740179,0.635074,approach
52.7958,0.621875,0.740179,0.634861,approach
52.8058,0.621875,0.740179,0.634649,approach
52.8158,0.621875,0.740179,0.634437,approach
52.8258,0.621875,0.740179,0.634227,approach
52.8358,0.621875,0.740179,0.634017,approach
52.8458,0.621875,0.740179,0.633808,approach
52.8558,0.621875,0.740179,0.6336,approach
