t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
31.1008,1.09268,0,0,0.422811,-0.000142395,-0.00120892,0.263681,-0.000104626,-0.000888378
31.1108,1.09268,0,0,0.422809,-0.000154992,-0.00125965,0.263679,-0.000113883,-0.000925686
31.1208,1.09268,0,0,0.422807,-0.000168092,-0.00131002,0.263678,-0.000123511,-0.000962734
31.1308,1.09268,0,0,0.422806,-0.000181692,-0.00136003,0.263677,-0.000133506,-0.000999521
31.1408,1.09268,0,0,0.422804,-0.000195789,-0.00140968,0.263675,-0.000143866,-0.00103605
31.1508,1.09268,0,0,0.422802,-0.000210379,-0.00145897,0.263674,-0.000154589,-0.00107232
31.1608,1.09268,0,0,0.422799,-0.000225458,-0.00150789,0.263672,-0.000165673,-0.00110833
31.1708,1.09268,0,0,0.422797,-0.000241022,-0.00155646,0.26367,-0.000177114,-0.00114408
31.1808,1.09268,0,0,0.422794,-0.000257069,-0.00160467,0.263669,-0.000188909,-0.00117958
31.1908,1.09268,0,0,0.422792,-0.000273594,-0.00165253,0.263667,-0.000201058,-0.00121483
31.2008,1.09268,0,0,0.422789,-0.000290594,-0.00170002,0.263664,-0.000213556,-0.00124981
31.2108,1.09268,0,0,0.422786,-0.000308066,-0.00174716,0.263662,-0.000226401,-0.00128455
31.2208,1.09268,0,0,0.422782,-0.000326006,-0.00179395,0.26366,-0.000239592,-0.00131903
31.2308,1.09268,0,0,0.422779,-0.000344409,-0.00184038,0.263657,-0.000253124,-0.00135327
31.2408,1.09268,0,0,0.422775,-0.000363274,-0.00188645,0.263655,-0.000266997,-0.00138725
31.2508,1.09268,0,0,0.422771,-0.000382595,-0.00193217,0.263652,-0.000281207,-0.00142098
31.2608,1.09268,0,0,0.422767,-0.000402371,-0.00197753,0.263649,-0.000295751,-0.00145446
31.2708,1.09268,0,0,0.422763,-0.000422596,-0.00202255,0.263646,-0.000310628,-0.0014877
31.2808,1.09268,0,0,0.422759,-0.000443268,-0.0020672,0.263642,-0.000325835,-0.00152069
31.2908,1.09268,0,0,0.422754,-0.000464383,-0.00211151,0.263639,-0.000341369,-0.00155343
31.3008,1.09268,0,0,0.422749,-0.000485938,-0.00215547,0.263635,-0.000357229,-0.00158592
31.3108,1.09268,0,0,0.422744,-0.000507929,-0.00219907,0.263632,-0.00037341,-0.00161818
31.3208,1.09268,0,0,0.422739,-0.000530352,-0.00224233,0.263628,-0.000389912,-0.00165018
31.3308,1.09268,0,0,0.422733,-0.000553204,-0.00228523,0.263624,-0.000406732,-0.00168195
31.3408,1.09268,0,0,0.422728,-0.000576482,-0.00232778,0.26362,-0.000423866,-0.00171348
31.3508,1.09268,0,0,0.422722,-0.000600182,-0.00236999,0.263615,-0.000441314,-0.00174476
31.3608,1.09268,0,0,0.422715,-0.000624301,-0.00241185,0.26361,-0.000459072,-0.00177581
31.3708,1.09268,0,0,0.422709,-0.000648834,-0.00245336,0.263606,-0.000477138,-0.00180661
31.3808,1.09268,0,0,0.422702,-0.000673779,-0.00249452,0.263601,-0.00049551,-0.00183718
31.3908,1.09268,0,0,0.422695,-0.000699133,-0.00253533,0.263596,-0.000514185,-0.00186751
31.4008,1.09268,0,0,0.422688,-0.000724891,-0.0025758,0.26359,-0.000533161,-0.00189761
31.4108,1.09268,0,0,0.42268,-0.00075105,-0.00261592,0.263585,-0.000552436,-0.00192747
31.4208,1.09268,0,0,0.422673,-0.000777607,-0.0026557,0.263579,-0.000572007,-0.0019571
31.4308,1.09268,0,0,0.422665,-0.000804558,-0.00269513,0.263573,-0.000591872,-0.00198649
31.4408,1.09268,0,0,0.422656,-0.0008319,-0.00273422,0.263567,-0.000612029,-0.00201566
31.4508,1.09268,0,0,0.422648,-0.00085963,-0.00277296,0.263561,-0.000632474,-0.00204459
31.4608,1.09268,0,0,0.422639,-0.000887744,-0.00281136,0.263554,-0.000653207,-0.00207329
31.4708,1.09268,0,0,0.42263,-0.000916238,-0.00284942,0.263547,-0.000674225,-0.00210176
31.4808,1.09268,0,0,0.42262,-0.000945109,-0.00288714,0.26354,-0.000695525,-0.00213001
31.4908,1.09268,0,0,0.42261,-0.000974354,-0.00292451,0.263533,-0.000717105,-0.00215802
31.5008,1.09268,0,0,0.4226,-0.00100397,-0.00296154,0.263526,-0.000738963,-0.00218581
31.5108,1.09268,0,0,0.42259,-0.00103395,-0.00299823,0.263518,-0.000761097,-0.00221338
31.5208,1.09268,0,0,0.422579,-0.0010643,-0.00303458,0.26351,-0.000783504,-0.00224072
31.5308,1.09268,0,0,0.422568,-0.001095,-0.00307059,0.263502,-0.000806183,-0.00226784
31.5408,1.09268,0,0,0.422557,-0.00112607,-0.00310627,0.263494,-0.00082913,-0.00229473
31.5508,1.09268,0,0,0.422546,-0.00115748,-0.0031416,0.263486,-0.000852344,-0.00232141
31.5608,1.09268,0,0,0.422534,-0.00118925,-0.00317659,0.263477,-0.000875823,-0.00234786
31.5708,1.09268,0,0,0.422522,-0.00122136,-0.00321125,0.263468,-0.000899564,-0.00237409
31.5808,1.09268,0,0,0.422509,-0.00125382,-0.00324557,0.263459,-0.000923565,-0.00240011
31.5908,1.09268,0,0,0.422496,-0.00128661,-0.00327955,0.263449,-0.000947824,-0.00242591
31.6008,1.09268,0,0,0.422483,-0.00131974,-0.0033132,0.263439,-0.000972339,-0.00245149
31.6108,1.09268,0,0,0.422469,-0.00135321,-0.00334651,0.263429,-0.000997107,-0.00247685
31.6208,1.09268,0,0,0.422455,-0.001387,-0.00337949,0.263419,-0.00102213,-0.002502
31.6308,1.09268,0,0,0.422441,-0.00142113,-0.00341213,0.263409,-0.0010474,-0.00252694
31.6408,1.09268,0,0,0.422427,-0.00145557,-0.00344443,0.263398,-0.00107291,-0.00255166
31.6508,1.09268,0,0,0.422412,-0.00149033,-0.00347641,0.263387,-0.00109867,-0.00257617
31.6608,1.09268,0,0,0.422397,-0.00152541,-0.00350804,0.263376,-0.00112468,-0.00260047
31.6708,1.09268,0,0,0.422381,-0.00156081,-0.00353935,0.263364,-0.00115093,-0.00262456
31.6808,1.09268,0,0,0.422365,-0.00159651,-0.00357033,0.263352,-0.00117741,-0.00264844
31.6908,1.09268,0,0,0.422349,-0.00163252,-0.00360097,0.26334,-0.00120413,-0.00267212
31.7008,1.09268,0,0,0.422332,-0.00166883,-0.00363128,0.263328,-0.00123109,-0.00269558
31.7108,1.09268,0,0,0.422315,-0.00170545,-0.00366126,0.263316,-0.00125827,-0.00271884
31.7208,1.09268,0,0,0.422298,-0.00174236,-0.00369091,0.263303,-0.00128569,-0.00274189
31.7308,1.09268,0,0,0.42228,-0.00177956,-0.00372024,0.26329,-0.00131334,-0.00276474
31.7408,1.09268,0,0,0.422262,-0.00181705,-0.00374923,0.263276,-0.00134122,-0.00278739
31.7508,1.09268,0,0,0.422243,-0.00185483,-0.00377789,0.263262,-0.00136931,-0.00280983
31.7608,1.09268,0,0,0.422224,-0.00189289,-0.00380623,0.263248,-0.00139763,-0.00283207
31.7708,1.09268,0,0,0.422205,-0.00193123,-0.00383424,0.263234,-0.00142618,-0.00285411
31.7808,1.09268,0,0,0.422185,-0.00196985,-0.00386192,0.26322,-0.00145493,-0.00287595
31.7908,1.09268,0,0,0.422165,-0.00200875,-0.00388928,0.263205,-0.00148391,-0.00289759
31.8008,1.09268,0,0,0.422144,-0.00204791,-0.00391631,0.26319,-0.0015131,-0.00291903
31.8108,1.09268,0,0,0.422124,-0.00208734,-0.00394301,0.263174,-0.0015425,-0.00294028
31.8208,1.09268,0,0,0.422102,-0.00212703,-0.00396939,0.263159,-0.00157212,-0.00296133
31.8308,1.09268,0,0,0.422081,-0.00216699,-0.00399545,0.263143,-0.00160194,-0.00298218
31.8408,1.09268,0,0,0.422059,-0.0022072,-0.00402118,0.263126,-0.00163197,-0.00300284
31.8508,1.09268,0,0,0.422036,-0.00224766,-0.00404659,0.26311,-0.0016622,-0.00302331
31.8608,1.09268,0,0,0.422013,-0.00228838,-0.00407168,0.263093,-0.00169264,-0.00304358
31.8708,1.09268,0,0,0.42199,-0.00232935,-0.00409645,0.263075,-0.00172327,-0.00306366
31.8808,1.09268,0,0,0.421966,-0.00237056,-0.00412089,0.263058,-0.00175411,-0.00308355
31.8908,1.09268,0,0,0.421942,-0.00241201,-0.00414502,0.26304,-0.00178514,-0.00310325
31.9008,1.09268,0,0,0.421918,-0.00245369,-0.00416882,0.263022,-0.00181637,-0.00312276
31.9108,1.09268,0,0,0.421893,-0.00249562,-0.0041923,0.263003,-0.00184779,-0.00314208
31.9208,1.09268,0,0,0.421867,-0.00253777,-0.00421547,0.262985,-0.0018794,-0.00316122
31.9308,1.09268,0,0,0.421841,-0.00258015,-0.00423832,0.262965,-0.0019112,-0.00318016
31.9408,1.09268,0,0,0.421815,-0.00262276,-0.00426085,0.262946,-0.00194319,-0.00319892
31.9508,1.09268,0,0,0.421789,-0.00266559,-0.00428306,0.262926,-0.00197537,-0.0032175
31.9608,1.09268,0,0,0.421761,-0.00270864,-0.00430495,0.262906,-0.00200773,-0.00323589
31.9708,1.09268,0,0,0.421734,-0.00275191,-0.00432653,0.262886,-0.00204027,-0.0032541
31.9808,1.09268,0,0,0.421706,-0.00279539,-0.0043478,0.262865,-0.00207299,-0.00327213
31.9908,1.09268,0,0,0.421678,-0.00283907,-0.00436875,0.262844,-0.00210589,-0.00328997
32.0008,1.09268,0,0,0.421649,-0.00288297,-0.00438939,0.262823,-0.00213896,-0.00330763
32.0108,1.09268,0,0,0.42162,-0.00292706,-0.00440971,0.262801,-0.00217222,-0.00332512
32.0208,1.09268,0,0,0.42159,-0.00297136,-0.00442972,0.262779,-0.00220564,-0.00334242
32.0308,1.09268,0,0,0.42156,-0.00301586,-0.00444941,0.262756,-0.00223924,-0.00335954
32.0408,1.09268,0,0,0.421529,-0.00306054,-0.0044688,0.262734,-0.002273,-0.00337649
32.0508,1.09268,0,0,0.421498,-0.00310542,-0.00448787,0.262711,-0.00230693,-0.00339326
32.0608,1.09268,0,0,0.421466,-0.00315049,-0.00450664,0.262687,-0.00234103,-0.00340986
32.0708,1.09268,0,0,0.421435,-0.00319574,-0.00452509,0.262664,-0.00237529,-0.00342627
32.0808,1.09268,0,0,0.421402,-0.00324117,-0.00454324,0.262639,-0.00240972,-0.00344252
32.0908,1.09268,0,0,0.421369,-0.00328678,-0.00456108,0.262615,-0.00244431,-0.00345859
32.1008,1.09268,0,0,0.421336,-0.00333257,-0.00457861,0.26259,-0.00247905,-0.00347449
32.1108,1.09268,0,0,0.421302,-0.00337853,-0.00459583,0.262565,-0.00251395,-0.00349021
32.1208,1.09268,0,0,0.421268,-0.00342466,-0.00461275,0.26254,-0.00254901,-0.00350576
32.1308,1.09268,0,0,0.421233,-0.00347095,-0.00462936,0.262514,-0.00258422,-0.00352115
32.1408,1.09268,0,0,0.421198,-0.00351741,-0.00464566,0.262488,-0.00261958,-0.00353636
32.1508,1.09268,0,0,0.421162,-0.00356402,-0.00466166,0.262461,-0.0026551,-0.0035514
32.1608,1.09268,0,0,0.421126,-0.0036108,-0.00467736,0.262434,-0.00269076,-0.00356628
32.1708,1.09268,0,0,0.42109,-0.00365772,-0.00469276,0.262407,-0.00272657,-0.00358098
32.1808,1.09268,0,0,0.421053,-0.0037048,-0.00470785,0.262379,-0.00276253,-0.00359552
32.1908,1.09268,0,0,0.421015,-0.00375203,-0.00472264,0.262351,-0.00279863,-0.0036099
32.2008,1.09268,0,0,0.420977,-0.0037994,-0.00473713,0.262323,-0.00283487,-0.0036241
32.2108,1.09268,0,0,0.420939,-0.00384691,-0.00475132,0.262294,-0.00287125,-0.00363814
32.2208,1.09268,0,0,0.4209,-0.00389456,-0.00476521,0.262265,-0.00290777,-0.00365202
32.2308,1.09268,0,0,0.42086,-0.00394235,-0.0047788,0.262236,-0.00294443,-0.00366574
32.2408,1.09268,0,0,0.42082,-0.00399027,-0.0047921,0.262206,-0.00298122,-0.00367929
32.2508,1.09268,0,0,0.42078,-0.00403832,-0.0048051,0.262176,-0.00301815,-0.00369268
32.2608,1.09268,0,0,0.420739,-0.0040865,-0.0048178,0.262145,-0.0030552,-0.0037059
32.2708,1.09268,0,0,0.420698,-0.0041348,-0.0048302,0.262114,-0.00309239,-0.00371897
32.2808,1.09268,0,0,0.420656,-0.00418323,-0.00484231,0.262083,-0.00312971,-0.00373188
32.2908,1.09268,0,0,0.420614,-0.00423177,-0.00485413,0.262051,-0.00316716,-0.00374462
32.3008,1.09268,0,0,0.420571,-0.00428043,-0.00486565,0.262019,-0.00320473,-0.00375721
32.3108,1.09268,0,0,0.420528,-0.00432919,-0.00487688,0.261987,-0.00324243,-0.00376964
32.3208,1.09268,0,0,0.420484,-0.00437807,-0.00488781,0.261954,-0.00328025,-0.00378191
32.3308,1.09268,0,0,0.420439,-0.00442706,-0.00489846,0.261921,-0.00331819,-0.00379402
32.3408,1.09268,0,0,0.420395,-0.00447615,-0.00490881,0.261887,-0.00335625,-0.00380598
32.3508,1.09268,0,0,0.420349,-0.00452533,-0.00491888,0.261853,-0.00339442,-0.00381778
32.3608,1.09268,0,0,0.420304,-0.00457462,-0.00492866,0.261819,-0.00343272,-0.00382943
32.3708,1.09268,0,0,0.420257,-0.004624,-0.00493814,0.261784,-0.00347113,-0.00384092
32.3808,1.09268,0,0,0.420211,-0.00467348,-0.00494735,0.261749,-0.00350965,-0.00385226
32.3908,1.09268,0,0,0.420164,-0.00472304,-0.00495626,0.261714,-0.00354829,-0.00386344
32.4008,1.09268,0,0,0.420116,-0.00477269,-0.00496489,0.261678,-0.00358703,-0.00387448
32.4108,1.09268,0,0,0.420068,-0.00482242,-0.00497323,0.261641,-0.00362588,-0.00388536
32.4208,1.09268,0,0,0.420019,-0.00487223,-0.00498129,0.261605,-0.00366484,-0.00389608
32.4308,1.09268,0,0,0.41997,-0.00492212,-0.00498907,0.261568,-0.00370391,-0.00390666
32.4408,1.09268,0,0,0.41992,-0.00497209,-0.00499656,0.26153,-0.00374308,-0.00391709
32.4508,1.09268,0,0,0.41987,-0.00502213,-0.00500378,0.261492,-0.00378236,-0.00392736
32.4608,1.09268,0,0,0.419819,-0.00507223,-0.00501071,0.261454,-0.00382173,-0.00393749
32.4708,1.09268,0,0,0.419768,-0.00512241,-0.00501736,0.261416,-0.0038612,-0.00394747
32.4808,1.09268,0,0,0.419716,-0.00517264,-0.00502373,0.261377,-0.00390078,-0.0039573
32.4908,1.09268,0,0,0.419664,-0.00522294,-0.00502983,0.261337,-0.00394045,-0.00396698
32.5008,1.09268,0,0,0.419611,-0.0052733,-0.00503564,0.261297,-0.00398021,-0.00397651
32.5108,1.09268,0,0,0.419558,-0.00532371,-0.00504118,0.261257,-0.00402007,-0.0039859
32.5208,1.09268,0,0,0.419504,-0.00537418,-0.00504645,0.261217,-0.00406002,-0.00399514
32.5308,1.09268,0,0,0.41945,-0.00542469,-0.00505144,0.261176,-0.00410007,-0.00400424
32.5408,1.09268,0,0,0.419395,-0.00547525,-0.00505615,0.261134,-0.0041402,-0.00401319
32.5508,1.09268,0,0,0.41934,-0.00552586,-0.0050606,0.261092,-0.00418042,-0.00402199
32.5608,1.09268,0,0,0.419284,-0.00557651,-0.00506477,0.26105,-0.00422072,-0.00403065
32.5708,1.09268,0,0,0.419228,-0.00562719,-0.00506867,0.261008,-0.00426112,-0.00403917
32.5808,1.09268,0,0,0.419171,-0.00567791,-0.0050723,0.260965,-0.00430159,-0.00404754
32.5908,1.09268,0,0,0.419114,-0.00572867,-0.00507566,0.260921,-0.00434215,-0.00405578
32.6008,1.09268,0,0,0.419056,-0.00577946,-0.00507875,0.260877,-0.00438279,-0.00406386
32.6108,1.09268,0,0,0.418998,-0.00583027,-0.00508157,0.260833,-0.00442351,-0.00407181
32.6208,1.09268,0,0,0.418939,-0.00588112,-0.00508412,0.260788,-0.0044643,-0.00407962
32.6308,1.09268,0,0,0.418879,-0.00593198,-0.00508642,0.260743,-0.00450517,-0.00408728
32.6408,1.09268,0,0,0.41882,-0.00598286,-0.00508844,0.260698,-0.00454612,-0.00409481
32.6508,1.09268,0,0,0.418759,-0.00603377,-0.0050902,0.260652,-0.00458714,-0.00410219
32.6608,1.09268,0,0,0.418698,-0.00608468,-0.0050917,0.260606,-0.00462824,-0.00410943
32.6708,1.09268,0,0,0.418637,-0.00613561,-0.00509294,0.260559,-0.0046694,-0.00411654
32.6808,1.09268,0,0,0.418575,-0.00618655,-0.00509391,0.260512,-0.00471064,-0.0041235
32.6908,1.09268,0,0,0.418513,-0.0062375,-0.00509462,0.260464,-0.00475194,-0.00413033
32.7008,1.09268,0,0,0.41845,-0.00628845,-0.00509508,0.260417,-0.00479331,-0.00413702
32.7108,1.09268,0,0,0.418387,-0.0063394,-0.00509528,0.260368,-0.00483475,-0.00414357
32.7208,1.09268,0,0,0.418323,-0.00639035,-0.00509522,0.260319,-0.00487625,-0.00414999
32.7308,1.09268,0,0,0.418258,-0.0064413,-0.0050949,0.26027,-0.00491781,-0.00415626
32.7408,1.09268,0,0,0.418193,-0.00649225,-0.00509433,0.260221,-0.00495943,-0.0041624
32.7508,1.09268,0,0,0.418128,-0.00654318,-0.0050935,0.260171,-0.00500112,-0.00416841
32.7608,1.09268,0,0,0.418062,-0.00659411,-0.00509242,0.26012,-0.00504286,-0.00417428
32.7708,1.09268,0,0,0.417996,-0.00664502,-0.00509109,0.260069,-0.00508466,-0.00418001
32.7808,1.09268,0,0,0.417929,-0.00669591,-0.0050895,0.260018,-0.00512652,-0.00418561
32.7908,1.09268,0,0,0.417861,-0.00674679,-0.00508767,0.259966,-0.00516843,-0.00419107
32.8008,1.09268,0,0,0.417793,-0.00679764,-0.00508558,0.259914,-0.00521039,-0.0041964
32.8108,1.09268,0,0,0.417725,-0.00684848,-0.00508325,0.259862,-0.00525241,-0.0042016
32.8208,1.09268,0,0,0.417656,-0.00689928,-0.00508067,0.259809,-0.00529448,-0.00420666
32.8308,1.09268,0,0,0.417586,-0.00695006,-0.00507784,0.259756,-0.00533659,-0.00421159
32.8408,1.09268,0,0,0.417516,-0.00700081,-0.00507477,0.259702,-0.00537875,-0.00421638
32.8508,1.09268,0,0,0.417446,-0.00705152,-0.00507145,0.259648,-0.00542097,-0.00422105
32.8608,1.09268,0,0,0.417375,-0.0071022,-0.00506789,0.259593,-0.00546322,-0.00422558
32.8708,1.09268,0,0,0.417303,-0.00715284,-0.00506409,0.259538,-0.00550552,-0.00422997
32.8808,1.09268,0,0,0.417231,-0.00720344,-0.00506004,0.259482,-0.00554786,-0.00423424
32.8908,1.09268,0,0,0.417158,-0.007254,-0.00505576,0.259426,-0.00559025,-0.00423837
32.9008,1.09268,0,0,0.417085,-0.00730451,-0.00505123,0.25937,-0.00563267,-0.00424238
32.9108,1.09268,0,0,0.417012,-0.00735498,-0.00504647,0.259313,-0.00567513,-0.00424625
32.9208,1.09268,0,0,0.416938,-0.00740539,-0.00504147,0.259256,-0.00571763,-0.00424999
32.9308,1.09268,0,0,0.416863,-0.00745576,-0.00503624,0.259199,-0.00576017,-0.00425361
32.9408,1.09268,0,0,0.416788,-0.00750606,-0.00503076,0.259141,-0.00580274,-0.00425709
32.9508,1.09268,0,0,0.416713,-0.00755631,-0.00502506,0.259082,-0.00584534,-0.00426044
32.9608,1.09268,0,0,0.416637,-0.0076065,-0.00501912,0.259023,-0.00588798,-0.00426366
32.9708,1.09268,0,0,0.41656,-0.00765663,-0.00501295,0.258964,-0.00593065,-0.00426676
32.9808,1.09268,0,0,0.416483,-0.0077067,-0.00500655,0.258904,-0.00597335,-0.00426972
32.9908,1.09268,0,0,0.416405,-0.0077567,-0.00499992,0.258844,-0.00601607,-0.00427256
33.0008,1.09268,0,0,0.416327,-0.00780663,-0.00499306,0.258783,-0.00605882,-0.00427526
33.0108,1.09268,0,0,0.416249,-0.00785649,-0.00498598,0.258722,-0.0061016,-0.00427784
33.0208,1.09268,0,0,0.41617,-0.00790628,-0.00497867,0.258661,-0.00614441,-0.00428029
33.0308,1.09268,0,0,0.41609,-0.00795599,-0.00497113,0.258599,-0.00618723,-0.00428261
33.0408,1.09268,0,0,0.41601,-0.00800562,-0.00496337,0.258537,-0.00623008,-0.00428481
33.0508,1.09268,0,0,0.41593,-0.00805517,-0.00495538,0.258474,-0.00627295,-0.00428688
33.0608,1.09268,0,0,0.415848,-0.00810465,-0.00494717,0.258411,-0.00631584,-0.00428882
33.0708,1.09268,0,0,0.415767,-0.00815403,-0.00493874,0.258347,-0.00635874,-0.00429063
33.0808,1.09268,0,0,0.415685,-0.00820333,-0.0049301,0.258283,-0.00640167,-0.00429232
33.0908,1.09268,0,0,0.415602,-0.00825255,-0.00492123,0.258219,-0.0064446,-0.00429388
33.1008,1.09268,0,0,0.415519,-0.00830167,-0.00491215,0.258154,-0.00648756,-0.00429531
33.1108,1.09268,0,0,0.415436,-0.0083507,-0.00490285,0.258089,-0.00653052,-0.00429662
33.1208,1.09268,0,0,0.415352,-0.00839963,-0.00489333,0.258023,-0.0065735,-0.0042978
33.1308,1.09268,0,0,0.415267,-0.00844847,-0.0048836,0.257957,-0.00661649,-0.00429885
33.1408,1.09268,0,0,0.415182,-0.0084972,-0.00487366,0.25789,-0.00665949,-0.00429978
33.1508,1.09268,0,0,0.415097,-0.00854584,-0.0048635,0.257823,-0.00670249,-0.00430059
33.1608,1.09268,0,0,0.415011,-0.00859437,-0.00485314,0.257756,-0.00674551,-0.00430127
33.1708,1.09268,0,0,0.414925,-0.00864279,-0.00484256,0.257688,-0.00678853,-0.00430182
33.1808,1.09268,0,0,0.414838,-0.00869111,-0.00483178,0.25762,-0.00683155,-0.00430225
33.1908,1.09268,0,0,0.41475,-0.00873932,-0.00482079,0.257551,-0.00687457,-0.00430255
33.2008,1.09268,0,0,0.414662,-0.00878742,-0.00480959,0.257482,-0.0069176,-0.00430273
33.2108,1.09268,0,0,0.414574,-0.0088354,-0.00479819,0.257412,-0.00696063,-0.00430279
33.2208,1.09268,0,0,0.414485,-0.00888326,-0.00478659,0.257342,-0.00700366,-0.00430272
33.2308,1.09268,0,0,0.414396,-0.00893101,-0.00477478,0.257271,-0.00704668,-0.00430253
33.2408,1.09268,0,0,0.414306,-0.00897864,-0.00476277,0.257201,-0.0070897,-0.00430221
33.2508,1.09268,0,0,0.414216,-0.00902615,-0.00475056,0.257129,-0.00713272,-0.00430177
33.2608,1.09268,0,0,0.414125,-0.00907353,-0.00473815,0.257057,-0.00717573,-0.0043012
33.2708,1.09268,0,0,0.414034,-0.00912078,-0.00472555,0.256985,-0.00721874,-0.00430051
33.2808,1.09268,0,0,0.413942,-0.00916791,-0.00471274,0.256913,-0.00726173,-0.0042997
33.2908,1.09268,0,0,0.41385,-0.00921491,-0.00469975,0.25684,-0.00730472,-0.00429876
33.3008,1.09268,0,0,0.413757,-0.00926177,-0.00468655,0.256766,-0.0073477,-0.0042977
33.3108,1.09268,0,0,0.413664,-0.0093085,-0.00467317,0.256692,-0.00739066,-0.00429652
33.3208,1.09268,0,0,0.413571,-0.0093551,-0.00465959,0.256618,-0.00743362,-0.00429521
33.3308,1.09268,0,0,0.413477,-0.00940156,-0.00464582,0.256543,-0.00747655,-0.00429378
33.3408,1.09268,0,0,0.413382,-0.00944788,-0.00463187,0.256468,-0.00751948,-0.00429223
33.3508,1.09268,0,0,0.413287,-0.00949405,-0.00461772,0.256392,-0.00756238,-0.00429056
33.3608,1.09268,0,0,0.413192,-0.00954009,-0.00460339,0.256316,-0.00760527,-0.00428876
33.3708,1.09268,0,0,0.413096,-0.00958598,-0.00458887,0.25624,-0.00764814,-0.00428684
33.3808,1.09268,0,0,0.413,-0.00963172,-0.00457417,0.256163,-0.00769099,-0.00428479
33.3908,1.09268,0,0,0.412903,-0.00967731,-0.00455928,0.256086,-0.00773381,-0.00428263
33.4008,1.09268,0,0,0.412806,-0.00972275,-0.00454421,0.256008,-0.00777662,-0.00428034
33.4108,1.09268,0,0,0.412708,-0.00976804,-0.00452896,0.25593,-0.0078194,-0.00427793
33.4208,1.09268,0,0,0.41261,-0.00981318,-0.00451354,0.255851,-0.00786215,-0.0042754
33.4308,1.09268,0,0,0.412511,-0.00985816,-0.00449793,0.255772,-0.00790488,-0.00427274
33.4408,1.09268,0,0,0.412412,-0.00990298,-0.00448214,0.255692,-0.00794758,-0.00426997
33.4508,1.09268,0,0,0.412313,-0.00994764,-0.00446618,0.255613,-0.00799025,-0.00426707
33.4608,1.09268,0,0,0.412213,-0.00999214,-0.00445005,0.255532,-0.00803289,-0.00426405
33.4708,1.09268,0,0,0.412113,-0.0100365,-0.00443374,0.255451,-0.0080755,-0.0042609
33.4808,1.09268,0,0,0.412012,-0.0100807,-0.00441726,0.25537,-0.00811807,-0.00425764
33.4908,1.09268,0,0,0.411911,-0.0101247,-0.00440061,0.255289,-0.00816062,-0.00425425
33.5008,1.09268,0,0,0.411809,-0.0101685,-0.00438378,0.255207,-0.00820312,-0.00425074
33.5108,1.09268,0,0,0.411707,-0.0102122,-0.00436679,0.255124,-0.00824559,-0.00424712
33.5208,1.09268,0,0,0.411604,-0.0102557,-0.00434964,0.255041,-0.00828803,-0.00424336
33.5308,1.09268,0,0,0.411501,-0.010299,-0.00433231,0.254958,-0.00833042,-0.00423949
33.5408,1.09268,0,0,0.411398,-0.0103421,-0.00431482,0.254874,-0.00837278,-0.0042355
33.5508,1.09268,0,0,0.411294,-0.0103851,-0.00429717,0.25479,-0.00841509,-0.00423138
33.5608,1.09268,0,0,0.41119,-0.0104279,-0.00427936,0.254706,-0.00845736,-0.00422714
33.5708,1.09268,0,0,0.411085,-0.0104705,-0.00426138,0.254621,-0.00849959,-0.00422279
33.5808,1.09268,0,0,0.41098,-0.0105129,-0.00424325,0.254535,-0.00854177,-0.00421831
33.5908,1.09268,0,0,0.410874,-0.0105552,-0.00422495,0.254449,-0.00858391,-0.00421371
33.6008,1.09268,0,0,0.410768,-0.0105973,-0.0042065,0.254363,-0.008626,-0.00420898
33.6108,1.09268,0,0,0.410662,-0.0106391,-0.00418789,0.254276,-0.00866804,-0.00420414
33.6208,1.09268,0,0,0.410555,-0.0106808,-0.00416913,0.254189,-0.00871003,-0.00419918
33.6308,1.09268,0,0,0.410448,-0.0107223,-0.00415022,0.254102,-0.00875197,-0.00419409
33.6408,1.09268,0,0,0.41034,-0.0107636,-0.00413115,0.254014,-0.00879386,-0.00418888
33.6508,1.09268,0,0,0.410232,-0.0108048,-0.00411193,0.253925,-0.0088357,-0.00418355
33.6608,1.09268,0,0,0.410124,-0.0108457,-0.00409257,0.253837,-0.00887748,-0.00417811
33.6708,1.09268,0,0,0.410015,-0.0108864,-0.00407305,0.253747,-0.00891921,-0.00417254
33.6808,1.09268,0,0,0.409906,-0.010927,-0.00405339,0.253658,-0.00896087,-0.00416685
33.6908,1.09268,0,0,0.409796,-0.0109673,-0.00403358,0.253568,-0.00900248,-0.00416103
33.7008,1.09268,0,0,0.409686,-0.0110074,-0.00401362,0.253477,-0.00904404,-0.0041551
33.7108,1.09268,0,0,0.409575,-0.0110474,-0.00399353,0.253387,-0.00908553,-0.00414905
33.7208,1.09268,0,0,0.409465,-0.0110871,-0.00397329,0.253295,-0.00912695,-0.00414287
33.7308,1.09268,0,0,0.409353,-0.0111266,-0.00395291,0.253204,-0.00916832,-0.00413658
33.7408,1.09268,0,0,0.409242,-0.0111659,-0.00393239,0.253111,-0.00920962,-0.00413016
33.7508,1.09268,0,0,0.40913,-0.0112051,-0.00391174,0.253019,-0.00925086,-0.00412362
33.7608,1.09268,0,0,0.409017,-0.011244,-0.00389094,0.252926,-0.00929203,-0.00411697
33.7708,1.09268,0,0,0.408904,-0.0112827,-0.00387001,0.252833,-0.00933313,-0.00411019
