t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
61.7208,0.716615,-0.0405967,0.00270994,0.306636,0.0783986,0.00594757,0.549326,-0.105361,-0.0143373
61.7308,0.716209,-0.0405693,0.0027448,0.307421,0.0784575,0.00589098,0.548271,-0.105504,-0.01427
61.7408,0.715804,-0.0405415,0.00277949,0.308206,0.0785159,0.00583435,0.547214,-0.105646,-0.0142026
61.7508,0.715398,-0.0405133,0.00281402,0.308991,0.0785737,0.00577769,0.546156,-0.105787,-0.0141348
61.7608,0.714994,-0.0404849,0.00284839,0.309778,0.0786309,0.00572099,0.545097,-0.105928,-0.0140669
61.7708,0.714589,-0.040456,0.00288259,0.310565,0.0786875,0.00566426,0.544036,-0.106068,-0.0139986
61.7808,0.714185,-0.0404269,0.00291664,0.311352,0.0787436,0.00560749,0.542974,-0.106207,-0.0139301
61.7908,0.713781,-0.0403974,0.00295052,0.31214,0.0787991,0.00555069,0.541911,-0.106346,-0.0138614
61.8008,0.713377,-0.0403675,0.00298424,0.312929,0.078854,0.00549386,0.540846,-0.106484,-0.0137924
61.8108,0.712974,-0.0403373,0.00301779,0.313718,0.0789084,0.00543699,0.53978,-0.106621,-0.0137232
61.8208,0.712571,-0.0403068,0.00305119,0.314507,0.0789622,0.00538009,0.538712,-0.106757,-0.0136537
61.8308,0.712168,-0.040276,0.00308442,0.315297,0.0790154,0.00532316,0.537643,-0.106893,-0.013584
61.8408,0.711766,-0.0402448,0.00311748,0.316088,0.0790681,0.0052662,0.536573,-0.107028,-0.013514
61.8508,0.711363,-0.0402133,0.00315039,0.316879,0.0791202,0.0052092,0.535501,-0.107163,-0.0134438
61.8608,0.710962,-0.0401815,0.00318313,0.317671,0.0791717,0.00515218,0.534428,-0.107296,-0.0133733
61.8708,0.71056,-0.0401493,0.00321571,0.318463,0.0792227,0.00509512,0.533354,-0.107429,-0.0133026
61.8808,0.710159,-0.0401168,0.00324813,0.319256,0.079273,0.00503803,0.532279,-0.107562,-0.0132316
61.8908,0.709758,-0.040084,0.00328039,0.320049,0.0793228,0.00498091,0.531202,-0.107693,-0.0131604
61.9008,0.709358,-0.0400509,0.00331248,0.320843,0.0793721,0.00492376,0.530123,-0.107824,-0.013089
61.9108,0.708957,-0.0400175,0.00334441,0.321637,0.0794207,0.00486658,0.529044,-0.107954,-0.0130173
61.9208,0.708558,-0.0399837,0.00337617,0.322432,0.0794688,0.00480938,0.527963,-0.108084,-0.0129453
61.9308,0.708158,-0.0399496,0.00340777,0.323227,0.0795164,0.00475214,0.526881,-0.108213,-0.0128731
61.9408,0.707759,-0.0399152,0.00343922,0.324023,0.0795633,0.00469488,0.525797,-0.108341,-0.0128007
61.9508,0.70736,-0.0398805,0.00347049,0.324819,0.0796097,0.00463758,0.524713,-0.108468,-0.012728
61.9608,0.706962,-0.0398455,0.00350161,0.325615,0.0796555,0.00458026,0.523627,-0.108594,-0.0126551
61.9708,0.706564,-0.0398102,0.00353256,0.326412,0.0797007,0.00452291,0.52254,-0.10872,-0.012582
61.9808,0.706166,-0.0397746,0.00356335,0.32721,0.0797454,0.00446554,0.521451,-0.108845,-0.0125086
61.9908,0.705768,-0.0397386,0.00359398,0.328008,0.0797895,0.00440814,0.520361,-0.10897,-0.0124349
62.0008,0.705371,-0.0397024,0.00362444,0.328806,0.079833,0.00435071,0.519271,-0.109093,-0.012361
62.0108,0.704975,-0.0396658,0.00365474,0.329605,0.0798759,0.00429325,0.518178,-0.109216,-0.0122869
62.0208,0.704578,-0.039629,0.00368488,0.330404,0.0799183,0.00423577,0.517085,-0.109338,-0.0122126
62.0308,0.704183,-0.0395918,0.00371486,0.331204,0.07996,0.00417826,0.51599,-0.10946,-0.012138
62.0408,0.703787,-0.0395544,0.00374468,0.332004,0.0800012,0.00412073,0.514895,-0.10958,-0.0120631
62.0508,0.703392,-0.0395166,0.00377433,0.332804,0.0800419,0.00406317,0.513798,-0.1097,-0.011988
62.0608,0.702997,-0.0394786,0.00380382,0.333605,0.0800819,0.00400559,0.512699,-0.109819,-0.0119127
62.0708,0.702603,-0.0394403,0.00383315,0.334406,0.0801214,0.00394798,0.5116,-0.109938,-0.0118372
62.0808,0.702209,-0.0394016,0.00386232,0.335208,0.0801603,0.00389035,0.510499,-0.110055,-0.0117614
62.0908,0.701815,-0.0393627,0.00389132,0.33601,0.0801986,0.00383269,0.509398,-0.110172,-0.0116854
62.1008,0.701422,-0.0393235,0.00392017,0.336812,0.0802364,0.00377501,0.508295,-0.110288,-0.0116091
62.1108,0.701029,-0.039284,0.00394885,0.337615,0.0802736,0.00371731,0.507191,-0.110404,-0.0115326
62.1208,0.700636,-0.0392443,0.00397737,0.338418,0.0803102,0.00365958,0.506086,-0.110518,-0.0114559
62.1308,0.700244,-0.0392042,0.00400573,0.339221,0.0803462,0.00360183,0.504979,-0.110632,-0.0113789
62.1408,0.699853,-0.0391639,0.00403393,0.340025,0.0803816,0.00354406,0.503872,-0.110745,-0.0113017
62.1508,0.699462,-0.0391232,0.00406197,0.340829,0.0804165,0.00348626,0.502763,-0.110857,-0.0112243
62.1608,0.699071,-0.0390823,0.00408985,0.341634,0.0804508,0.00342845,0.501654,-0.110969,-0.0111467
62.1708,0.69868,-0.0390412,0.00411757,0.342439,0.0804845,0.00337061,0.500543,-0.111079,-0.0110688
62.1808,0.69829,-0.0389997,0.00414513,0.343244,0.0805176,0.00331275,0.499431,-0.111189,-0.0109906
62.1908,0.697901,-0.038958,0.00417253,0.344049,0.0805501,0.00325486,0.498318,-0.111298,-0.0109123
62.2008,0.697512,-0.038916,0.00419976,0.344855,0.0805821,0.00319696,0.497204,-0.111407,-0.0108337
62.2108,0.697123,-0.0388737,0.00422684,0.345661,0.0806135,0.00313903,0.496089,-0.111514,-0.0107549
62.2208,0.696735,-0.0388312,0.00425376,0.346468,0.0806443,0.00308109,0.494973,-0.111621,-0.0106758
62.2308,0.696347,-0.0387884,0.00428052,0.347274,0.0806745,0.00302312,0.493855,-0.111727,-0.0105966
62.2408,0.695959,-0.0387453,0.00430712,0.348081,0.0807042,0.00296513,0.492737,-0.111832,-0.0105171
62.2508,0.695572,-0.038702,0.00433356,0.348889,0.0807333,0.00290712,0.491618,-0.111937,-0.0104373
62.2608,0.695186,-0.0386584,0.00435985,0.349696,0.0807618,0.0028491,0.490497,-0.11204,-0.0103574
62.2708,0.694799,-0.0386145,0.00438597,0.350504,0.0807897,0.00279105,0.489376,-0.112143,-0.0102772
62.2808,0.694414,-0.0385704,0.00441194,0.351312,0.080817,0.00273298,0.488253,-0.112245,-0.0101968
62.2908,0.694028,-0.038526,0.00443775,0.352121,0.0808438,0.0026749,0.48713,-0.112346,-0.0101161
62.3008,0.693644,-0.0384814,0.0044634,0.35293,0.0808699,0.00261679,0.486005,-0.112446,-0.0100353
62.3108,0.693259,-0.0384365,0.00448889,0.353739,0.0808955,0.00255867,0.48488,-0.112546,-0.0099542
62.3208,0.692875,-0.0383914,0.00451423,0.354548,0.0809205,0.00250053,0.483753,-0.112645,-0.00987289
62.3308,0.692492,-0.038346,0.0045394,0.355357,0.0809449,0.00244236,0.482626,-0.112743,-0.00979136
62.3408,0.692109,-0.0383003,0.00456443,0.356167,0.0809688,0.00238418,0.481498,-0.11284,-0.0097096
62.3508,0.691726,-0.0382544,0.00458929,0.356977,0.080992,0.00232599,0.480368,-0.112936,-0.00962763
62.3608,0.691344,-0.0382083,0.004614,0.357787,0.0810147,0.00226777,0.479238,-0.113031,-0.00954543
62.3708,0.690963,-0.0381619,0.00463856,0.358597,0.0810368,0.00220954,0.478107,-0.113126,-0.00946301
62.3808,0.690582,-0.0381153,0.00466296,0.359408,0.0810583,0.00215129,0.476974,-0.11322,-0.00938036
62.3908,0.690201,-0.0380684,0.0046872,0.360219,0.0810793,0.00209302,0.475841,-0.113313,-0.0092975
62.4008,0.689821,-0.0380213,0.00471129,0.36103,0.0810996,0.00203473,0.474707,-0.113405,-0.00921442
62.4108,0.689441,-0.0379739,0.00473522,0.361841,0.0811194,0.00197643,0.473572,-0.113496,-0.00913112
62.4208,0.689062,-0.0379263,0.004759,0.362652,0.0811385,0.00191811,0.472436,-0.113587,-0.0090476
62.4308,0.688683,-0.0378785,0.00478262,0.363464,0.0811571,0.00185978,0.4713,-0.113676,-0.00896387
62.4408,0.688305,-0.0378305,0.00480609,0.364276,0.0811752,0.00180143,0.470162,-0.113765,-0.00887992
62.4508,0.687927,-0.0377822,0.00482941,0.365088,0.0811926,0.00174306,0.469024,-0.113853,-0.00879575
62.4608,0.687549,-0.0377336,0.00485258,0.3659,0.0812094,0.00168467,0.467884,-0.11394,-0.00871136
62.4708,0.687173,-0.0376849,0.00487559,0.366712,0.0812257,0.00162627,0.466744,-0.114027,-0.00862676
62.4808,0.686796,-0.0376359,0.00489845,0.367524,0.0812414,0.00156786,0.465603,-0.114112,-0.00854194
62.4908,0.68642,-0.0375867,0.00492115,0.368337,0.0812565,0.00150943,0.464461,-0.114197,-0.00845691
62.5008,0.686045,-0.0375373,0.00494371,0.36915,0.081271,0.00145098,0.463318,-0.11428,-0.00837167
62.5108,0.68567,-0.0374876,0.00496611,0.369962,0.0812849,0.00139252,0.462174,-0.114363,-0.00828621
62.5208,0.685296,-0.0374377,0.00498836,0.370775,0.0812982,0.00133404,0.46103,-0.114445,-0.00820054
62.5308,0.684922,-0.0373876,0.00501046,0.371589,0.081311,0.00127555,0.459885,-0.114526,-0.00811466
62.5408,0.684548,-0.0373373,0.00503241,0.372402,0.0813232,0.00121704,0.458739,-0.114607,-0.00802857
62.5508,0.684176,-0.0372867,0.00505421,0.373215,0.0813348,0.00115852,0.457592,-0.114686,-0.00794227
62.5608,0.683803,-0.037236,0.00507586,0.374029,0.0813458,0.00109998,0.456444,-0.114765,-0.00785576
62.5708,0.683431,-0.037185,0.00509736,0.374842,0.0813562,0.00104143,0.455296,-0.114842,-0.00776904
62.5808,0.68306,-0.0371338,0.00511871,0.375656,0.081366,0.000982868,0.454146,-0.114919,-0.00768211
62.5908,0.682689,-0.0370824,0.00513992,0.37647,0.0813752,0.00092429,0.452997,-0.114995,-0.00759497
62.6008,0.682319,-0.0370308,0.00516097,0.377283,0.0813839,0.000865698,0.451846,-0.11507,-0.00750762
62.6108,0.681949,-0.036979,0.00518188,0.378097,0.081392,0.000807092,0.450694,-0.115144,-0.00742007
62.6208,0.68158,-0.036927,0.00520264,0.378911,0.0813995,0.000748473,0.449542,-0.115218,-0.00733231
62.6308,0.681211,-0.0368747,0.00522325,0.379725,0.0814064,0.00068984,0.448389,-0.11529,-0.00724435
62.6408,0.680843,-0.0368223,0.00524371,0.380539,0.0814127,0.000631194,0.447236,-0.115362,-0.00715618
62.6508,0.680475,-0.0367697,0.00526403,0.381354,0.0814184,0.000572535,0.446081,-0.115432,-0.0070678
62.6608,0.680108,-0.0367168,0.0052842,0.382168,0.0814235,0.000513863,0.444926,-0.115502,-0.00697923
62.6708,0.679741,-0.0366638,0.00530422,0.382982,0.0814281,0.000455179,0.443771,-0.115571,-0.00689045
62.6808,0.679375,-0.0366105,0.0053241,0.383796,0.081432,0.000396482,0.442614,-0.115639,-0.00680146
62.6908,0.67901,-0.0365571,0.00534384,0.384611,0.0814354,0.000337772,0.441457,-0.115706,-0.00671228
62.7008,0.678645,-0.0365035,0.00536343,0.385425,0.0814382,0.00027905,0.440299,-0.115772,-0.0066229
62.7108,0.67828,-0.0364496,0.00538288,0.38624,0.0814404,0.000220316,0.439141,-0.115838,-0.00653331
62.7208,0.677916,-0.0363956,0.00540218,0.387054,0.081442,0.00016157,0.437982,-0.115902,-0.00644353
62.7308,0.677553,-0.0363414,0.00542134,0.387868,0.0814431,0.000102811,0.436822,-0.115966,-0.00635354
62.7408,0.67719,-0.036287,0.00544035,0.388683,0.0814435,4.40414e-05,0.435662,-0.116028,-0.00626336
62.7508,0.676828,-0.0362324,0.00545923,0.389497,0.0814434,-1.47402e-05,0.434501,-0.11609,-0.00617298
62.7608,0.676466,-0.0361776,0.00547796,0.390312,0.0814426,-7.35333e-05,0.43334,-0.116151,-0.00608241
62.7708,0.676105,-0.0361226,0.00549655,0.391126,0.0814413,-0.000132338,0.432178,-0.116211,-0.00599163
62.7808,0.675744,-0.0360675,0.005515,0.391941,0.0814394,-0.000191153,0.431015,-0.11627,-0.00590067
62.7908,0.675384,-0.0360122,0.0055333,0.392755,0.0814369,-0.00024998,0.429852,-0.116328,-0.0058095
62.8008,0.675024,-0.0359567,0.00555147,0.393569,0.0814338,-0.000308818,0.428688,-0.116385,-0.00571815
62.8108,0.674665,-0.035901,0.00556949,0.394384,0.0814301,-0.000367666,0.427523,-0.116441,-0.0056266
62.8208,0.674307,-0.0358451,0.00558738,0.395198,0.0814259,-0.000426525,0.426358,-0.116497,-0.00553485
62.8308,0.673949,-0.035789,0.00560513,0.396012,0.081421,-0.000485395,0.425193,-0.116551,-0.00544292
62.8408,0.673592,-0.0357328,0.00562274,0.396826,0.0814156,-0.000544275,0.424027,-0.116605,-0.00535079
62.8508,0.673235,-0.0356764,0.00564021,0.39764,0.0814095,-0.000603165,0.42286,-0.116657,-0.00525848
62.8608,0.672879,-0.0356198,0.00565754,0.398454,0.0814029,-0.000662065,0.421693,-0.116709,-0.00516597
62.8708,0.672523,-0.0355631,0.00567473,0.399268,0.0813957,-0.000720976,0.420526,-0.11676,-0.00507327
62.8808,0.672168,-0.0355062,0.00569179,0.400082,0.0813879,-0.000779896,0.419357,-0.116809,-0.00498039
62.8908,0.671813,-0.0354491,0.00570871,0.400896,0.0813795,-0.000838825,0.418189,-0.116858,-0.00488732
62.9008,0.671459,-0.0353918,0.0057255,0.40171,0.0813705,-0.000897765,0.41702,-0.116906,-0.00479406
62.9108,0.671106,-0.0353344,0.00574214,0.402523,0.081361,-0.000956713,0.41585,-0.116953,-0.00470061
62.9208,0.670753,-0.0352768,0.00575866,0.403337,0.0813508,-0.00101567,0.41468,-0.116999,-0.00460698
62.9308,0.670401,-0.0352191,0.00577504,0.40415,0.0813401,-0.00107464,0.41351,-0.117044,-0.00451317
62.9408,0.67005,-0.0351611,0.00579128,0.404963,0.0813287,-0.00113361,0.412339,-0.117089,-0.00441917
62.9508,0.669699,-0.0351031,0.00580739,0.405777,0.0813168,-0.0011926,0.411168,-0.117132,-0.00432499
62.9608,0.669348,-0.0350448,0.00582337,0.40659,0.0813043,-0.00125159,0.409996,-0.117174,-0.00423062
62.9708,0.668998,-0.0349864,0.00583921,0.407403,0.0812912,-0.0013106,0.408824,-0.117215,-0.00413608
62.9808,0.668649,-0.0349279,0.00585492,0.408215,0.0812775,-0.00136961,0.407651,-0.117256,-0.00404135
62.9908,0.6683,-0.0348692,0.0058705,0.409028,0.0812632,-0.00142862,0.406478,-0.117295,-0.00394644
63.0008,0.667952,-0.0348103,0.00588594,0.40984,0.0812483,-0.00148765,0.405305,-0.117334,-0.00385136
63.0108,0.667605,-0.0347513,0.00590126,0.410653,0.0812329,-0.00154669,0.404131,-0.117371,-0.00375609
63.0208,0.667258,-0.0346922,0.00591644,0.411465,0.0812168,-0.00160573,0.402957,-0.117408,-0.00366065
63.0308,0.666911,-0.0346328,0.0059315,0.412277,0.0812001,-0.00166478,0.401783,-0.117444,-0.00356503
63.0408,0.666566,-0.0345734,0.00594642,0.413089,0.0811829,-0.00172384,0.400608,-0.117478,-0.00346924
63.0508,0.66622,-0.0345138,0.00596122,0.4139,0.0811651,-0.0017829,0.399433,-0.117512,-0.00337326
63.0608,0.665876,-0.034454,0.00597588,0.414712,0.0811467,-0.00184198,0.398257,-0.117545,-0.00327712
63.0708,0.665532,-0.0343941,0.00599042,0.415523,0.0811276,-0.00190106,0.397082,-0.117577,-0.0031808
63.0808,0.665189,-0.0343341,0.00600483,0.416334,0.081108,-0.00196014,0.395906,-0.117608,-0.00308431
63.0908,0.664846,-0.0342739,0.00601911,0.417145,0.0810879,-0.00201924,0.394729,-0.117637,-0.00298764
63.1008,0.664504,-0.0342135,0.00603326,0.417956,0.0810671,-0.00207834,0.393552,-0.117666,-0.00289081
63.1108,0.664162,-0.0341531,0.00604729,0.418766,0.0810457,-0.00213744,0.392376,-0.117694,-0.0027938
63.1208,0.663821,-0.0340924,0.00606119,0.419577,0.0810237,-0.00219655,0.391198,-0.117721,-0.00269663
63.1308,0.663481,-0.0340317,0.00607497,0.420387,0.0810012,-0.00225567,0.390021,-0.117747,-0.00259928
63.1408,0.663141,-0.0339708,0.00608862,0.421196,0.080978,-0.0023148,0.388843,-0.117772,-0.00250177
63.1508,0.662802,-0.0339098,0.00610214,0.422006,0.0809543,-0.00237393,0.387665,-0.117796,-0.00240409
63.1608,0.662464,-0.0338486,0.00611555,0.422815,0.08093,-0.00243307,0.386487,-0.117819,-0.00230625
63.1708,0.662126,-0.0337873,0.00612882,0.423624,0.080905,-0.00249221,0.385309,-0.117841,-0.00220824
63.1808,0.661789,-0.0337259,0.00614198,0.424433,0.0808795,-0.00255135,0.38413,-0.117863,-0.00211006
63.1908,0.661452,-0.0336644,0.00615501,0.425242,0.0808534,-0.00261051,0.382951,-0.117883,-0.00201172
63.2008,0.661116,-0.0336027,0.00616792,0.42605,0.0808267,-0.00266966,0.381772,-0.117902,-0.00191322
63.2108,0.660781,-0.0335409,0.0061807,0.426858,0.0807994,-0.00272883,0.380593,-0.11792,-0.00181456
63.2208,0.660446,-0.033479,0.00619337,0.427666,0.0807716,-0.00278799,0.379414,-0.117937,-0.00171573
63.2308,0.660112,-0.0334169,0.00620591,0.428473,0.0807431,-0.00284716,0.378234,-0.117953,-0.00161675
63.2408,0.659778,-0.0333547,0.00621834,0.42928,0.080714,-0.00290634,0.377054,-0.117968,-0.00151761
63.2508,0.659445,-0.0332924,0.00623064,0.430087,0.0806844,-0.00296552,0.375874,-0.117983,-0.00141831
63.2608,0.659113,-0.03323,0.00624283,0.430893,0.0806541,-0.0030247,0.374695,-0.117996,-0.00131885
63.2708,0.658781,-0.0331674,0.00625489,0.4317,0.0806233,-0.00308389,0.373514,-0.118008,-0.00121923
63.2808,0.65845,-0.0331048,0.00626684,0.432506,0.0805918,-0.00314308,0.372334,-0.118019,-0.00111946
63.2908,0.65812,-0.033042,0.00627867,0.433311,0.0805598,-0.00320227,0.371154,-0.118029,-0.00101954
63.3008,0.65779,-0.0329791,0.00629038,0.434116,0.0805272,-0.00326147,0.369974,-0.118039,-0.000919458
63.3108,0.657461,-0.0329161,0.00630197,0.434921,0.080494,-0.00332067,0.368793,-0.118047,-0.000819227
63.3208,0.657132,-0.0328529,0.00631345,0.435726,0.0804602,-0.00337987,0.367613,-0.118054,-0.000718844
63.3308,0.656804,-0.0327897,0.00632481,0.43653,0.0804258,-0.00343908,0.366432,-0.11806,-0.00061831
63.3408,0.656477,-0.0327263,0.00633605,0.437334,0.0803908,-0.00349828,0.365251,-0.118065,-0.000517626
63.3508,0.65615,-0.0326628,0.00634718,0.438138,0.0803553,-0.00355749,0.364071,-0.118069,-0.000416794
63.3608,0.655824,-0.0325993,0.0063582,0.438941,0.0803191,-0.0036167,0.36289,-0.118073,-0.000315814
63.3708,0.655499,-0.0325356,0.0063691,0.439744,0.0802823,-0.00367592,0.361709,-0.118075,-0.000214687
63.3808,0.655174,-0.0324718,0.00637988,0.440546,0.080245,-0.00373513,0.360528,-0.118076,-0.000113414
63.3908,0.65485,-0.0324079,0.00639056,0.441348,0.080207,-0.00379435,0.359348,-0.118076,-1.19965e-05
63.4008,0.654527,-0.0323438,0.00640112,0.44215,0.0801685,-0.00385356,0.358167,-0.118075,8.95651e-05
63.4108,0.654204,-0.0322797,0.00641157,0.442951,0.0801294,-0.00391278,0.356986,-0.118073,0.00019127
63.4208,0.653882,-0.0322155,0.0064219,0.443752,0.0800896,-0.003972,0.355805,-0.11807,0.000293116
63.4308,0.65356,-0.0321512,0.00643213,0.444553,0.0800493,-0.00403122,0.354625,-0.118066,0.000395103
63.4408,0.653239,-0.0320868,0.00644224,0.445353,0.0800084,-0.00409044,0.353444,-0.118061,0.00049723
63.4508,0.652919,-0.0320222,0.00645225,0.446152,0.0799669,-0.00414965,0.352264,-0.118055,0.000599496
63.4608,0.6526,-0.0319576,0.00646214,0.446952,0.0799248,-0.00420887,0.351083,-0.118048,0.0007019
63.4708,0.652281,-0.0318929,0.00647192,0.44775,0.0798822,-0.00426809,0.349903,-0.11804,0.00080444
63.4808,0.651962,-0.0318281,0.0064816,0.448549,0.0798389,-0.00432731,0.348722,-0.118031,0.000907116
63.4908,0.651645,-0.0317632,0.00649116,0.449347,0.079795,-0.00438652,0.347542,-0.118021,0.00100993
63.5008,0.651328,-0.0316982,0.00650062,0.450144,0.0797506,-0.00444574,0.346362,-0.11801,0.00111287
63.5108,0.651012,-0.0316331,0.00650997,0.450941,0.0797055,-0.00450495,0.345182,-0.117998,0.00121595
63.5208,0.650696,-0.0315679,0.00651922,0.451738,0.0796599,-0.00456416,0.344002,-0.117985,0.00131916
63.5308,0.650381,-0.0315026,0.00652835,0.452534,0.0796136,-0.00462337,0.342823,-0.11797,0.00142249
63.5408,0.650066,-0.0314372,0.00653738,0.45333,0.0795668,-0.00468257,0.341643,-0.117955,0.00152596
63.5508,0.649753,-0.0313718,0.00654631,0.454125,0.0795194,-0.00474178,0.340464,-0.117939,0.00162956
63.5608,0.64944,-0.0313062,0.00655513,0.45492,0.0794714,-0.00480098,0.339284,-0.117922,0.00173328
63.5708,0.649127,-0.0312406,0.00656384,0.455714,0.0794228,-0.00486018,0.338105,-0.117903,0.00183713
63.5808,0.648815,-0.0311748,0.00657245,0.456508,0.0793736,-0.00491937,0.336927,-0.117884,0.0019411
63.5908,0.648504,-0.031109,0.00658096,0.457301,0.0793238,-0.00497856,0.335748,-0.117863,0.0020452
63.6008,0.648194,-0.0310431,0.00658937,0.458094,0.0792734,-0.00503774,0.334569,-0.117842,0.00214942
63.6108,0.647884,-0.0309772,0.00659767,0.458886,0.0792225,-0.00509693,0.333391,-0.117819,0.00225376
63.6208,0.647575,-0.0309111,0.00660586,0.459678,0.0791709,-0.0051561,0.332213,-0.117796,0.00235822
63.6308,0.647267,-0.030845,0.00661396,0.460469,0.0791188,-0.00521527,0.331036,-0.117771,0.0024628
63.6408,0.646959,-0.0307787,0.00662196,0.461259,0.079066,-0.00527444,0.329858,-0.117745,0.00256749
63.6508,0.646652,-0.0307124,0.00662985,0.46205,0.0790127,-0.0053336,0.328681,-0.117719,0.00267231
63.6608,0.646345,-0.0306461,0.00663764,0.462839,0.0789587,-0.00539276,0.327504,-0.117691,0.00277724
63.6708,0.646039,-0.0305796,0.00664534,0.463628,0.0789042,-0.00545191,0.326327,-0.117662,0.00288228
63.6808,0.645734,-0.0305131,0.00665293,0.464417,0.0788491,-0.00551105,0.325151,-0.117632,0.00298744
63.6908,0.64543,-0.0304465,0.00666042,0.465205,0.0787934,-0.00557018,0.323975,-0.117601,0.00309271
63.7008,0.645126,-0.0303798,0.00666782,0.465992,0.0787371,-0.00562931,0.322799,-0.117569,0.00319809
63.7108,0.644823,-0.0303131,0.00667512,0.466779,0.0786802,-0.00568843,0.321624,-0.117536,0.00330357
63.7208,0.64452,-0.0302462,0.00668232,0.467565,0.0786228,-0.00574754,0.320449,-0.117502,0.00340917
63.7308,0.644219,-0.0301793,0.00668942,0.468351,0.0785647,-0.00580665,0.319274,-0.117467,0.00351487
63.7408,0.643918,-0.0301124,0.00669643,0.469136,0.078506,-0.00586574,0.3181,-0.117431,0.00362068
63.7508,0.643617,-0.0300453,0.00670334,0.46992,0.0784468,-0.00592483,0.316926,-0.117394,0.0037266
63.7608,0.643317,-0.0299782,0.00671015,0.470704,0.0783869,-0.00598391,0.315753,-0.117355,0.00383261
63.7708,0.643018,-0.0299111,0.00671687,0.471487,0.0783265,-0.00604297,0.314579,-0.117316,0.00393873
63.7808,0.64272,-0.0298438,0.00672349,0.47227,0.0782655,-0.00610203,0.313407,-0.117275,0.00404495
63.7908,0.642422,-0.0297765,0.00673002,0.473052,0.0782039,-0.00616108,0.312234,-0.117234,0.00415127
63.8008,0.642125,-0.0297092,0.00673646,0.473833,0.0781417,-0.00622011,0.311062,-0.117191,0.00425769
63.8108,0.641829,-0.0296417,0.0067428,0.474614,0.0780789,-0.00627914,0.309891,-0.117148,0.0043642
63.8208,0.641533,-0.0295743,0.00674904,0.475394,0.0780155,-0.00633815,0.30872,-0.117103,0.00447081
63.8308,0.641238,-0.0295067,0.0067552,0.476174,0.0779515,-0.00639715,0.307549,-0.117057,0.00457751
63.8408,0.640943,-0.0294391,0.00676126,0.476953,0.077887,-0.00645614,0.306379,-0.11701,0.0046843
63.8508,0.64065,-0.0293714,0.00676723,0.477731,0.0778218,-0.00651512,0.30521,-0.116962,0.00479119
63.8608,0.640357,-0.0293037,0.00677311,0.478509,0.0777561,-0.00657408,0.30404,-0.116913,0.00489816
63.8708,0.640064,-0.0292359,0.0067789,0.479285,0.0776898,-0.00663303,0.302872,-0.116863,0.00500523
63.8808,0.639773,-0.0291681,0.0067846,0.480062,0.0776228,-0.00669196,0.301704,-0.116812,0.00511238
63.8908,0.639482,-0.0291001,0.00679021,0.480837,0.0775553,-0.00675088,0.300536,-0.11676,0.00521962
63.9008,0.639191,-0.0290322,0.00679573,0.481612,0.0774872,-0.00680979,0.299369,-0.116707,0.00532694
